id,slug,name,version,japanese_name,voice_actor,release_date,birthday,height_cm,three_sizes,rarity,image,base_speed_1,base_stamina_1,base_power_1,base_guts_1,base_wit_1,base_speed_5,base_stamina_5,base_power_5,base_guts_5,base_wit_5,bonus_speed,bonus_stamina,bonus_power,bonus_guts,bonus_wit,turf,dirt,short,mile,medium,long,front,pace,late,end,description,unique_skill_ids,innate_skill_ids,event_skill_ids,awakening_lvl2_skill_id,awakening_lvl2_highlight,awakening_lvl2_items,awakening_lvl3_skill_id,awakening_lvl3_highlight,awakening_lvl3_items,awakening_lvl4_skill_id,awakening_lvl4_highlight,awakening_lvl4_items,awakening_lvl5_skill_id,awakening_lvl5_highlight,awakening_lvl5_items,card_id,char_id,gametora_url_name
53,manhattan-cafe-creeping-black,Manhattan Cafe,Creeping Black,マンハッタンカフェ,Yui Ogura,2025-12-08,March 5,155 cm,73 - 54 - 78,3,manhattan-cafe-creeping-black.png,83,98,94,86,89,101,120,115,105,109,0,30,0,0,0,A,G,G,F,B,A,G,C,A,C,Manhattan Cafe — Creeping Black.,chasing_after_you,rainy_days_o|stamina_eater|a_small_breather,slick_surge|long_straightaways_o|long_corners_o,highlander,no,long_racing_shoes,relax,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash,passing_pro,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,stamina_siphon,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102501,1025,102501-manhattan-cafe
54,symboli-rudolf-archer-of-the-white-moon,Symboli Rudolf,Archer of the White Moon,シンボリルドルフ,Azusa Tadokoro,2025-12-14,March 13,165 cm,86 - 59 - 85,3,symboli-rudolf-archer-of-the-white-moon.png,83,87,90,90,100,101,107,110,110,122,8,14,0,0,8,A,G,E,C,A,A,B,A,A,C,Symboli Rudolf — Archer of the White Moon.,arrows_whistle_shadows_disperse,fall_runner_o|inside_scoop|stamina_to_spare,rainy_days_o|prepared_to_pass|pace_chaser_corners_o|be_still,straight_descent,no,medium_racing_shoes,calm_and_collected,yes,medium_racing_shoes|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash,pace_chaser_straightaways_o,no,medium_racing_shoes|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,fall_frenzy,yes,medium_racing_shoes|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,101702,1017,101702-symboli-rudolf
55,gold-city-akizakura-danzatrice,Gold City,Akizakura Danzatrice,ゴールドシチー,Saki Kosaka,2025-12-14,April 16,158 cm,85 - 58 - 82,3,gold-city-akizakura-danzatrice.png,86,98,86,98,82,105,120,105,119,101,8,0,8,0,14,A,D,F,A,B,B,F,A,A,F,Gold City — Akizakura Danzatrice.,dancing_in_the_leaves,rainy_days_o|opening_gambit|be_still,unyielding_spirit|1_500_000_cc|slick_surge,late_surger_savvy_o,no,mile_racing_shoes,battle_formation,yes,mile_racing_shoes|kikuka_sho_winner_s_sash|hanshin_j_f_winner_s_sash,late_surger_corners_o,no,mile_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|japan_cup_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,lie_in_wait,yes,mile_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|japan_cup_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,104002,1040,104002-gold-city
56,tosen-jordan-pop-joker,Tosen Jordan,Pop ☆ Joker,トーセンジョーダン,Eri Suzuki,2025-12-18,February 4,157 cm,82 - 56 - 84,3,tosen-jordan-pop-joker.png,89,98,75,101,87,109,120,92,123,106,10,0,10,10,0,A,G,G,F,A,B,C,A,B,G,Tosen Jordan — Pop ☆ Joker.,pop_polish,long_shot_o|slick_surge|medium_straightaways_o,straightaway_acceleration|fighter,preferred_position,no,medium_racing_shoes,on_your_left,yes,medium_racing_shoes|tenno_sho_spring_winner_s_sash|tenno_sho_autumn_winner_s_sash,all_i_ve_got,no,medium_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,race_planner,yes,medium_racing_shoes|osaka_hai_winner_s_sash|tenno_sho_spring_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,104801,1048,104801-tosen-jordan
57,mejiro-dober-twisted-line,Mejiro Dober,Twisted Line,メジロドーベル,Hikari Kubota,2025-12-28,May 6,157 cm,83 - 57 - 81,3,mejiro-dober-twisted-line.png,96,85,97,75,97,117,104,119,92,118,10,0,0,0,20,A,G,E,A,A,F,C,B,A,G,Mejiro Dober — Twisted Line.,moving_past_and_beyond,kyoto_racecourse_o|sharp_gaze|soft_step,fall_runner_o|unyielding_spirit|all_i_ve_got,late_surger_straightaways_o,no,medium_racing_shoes,all_seeing_eyes,yes,medium_racing_shoes|japanese_oaks_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash,up_tempo,no,medium_racing_shoes|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,yodo_invicta,yes,medium_racing_shoes|japanese_oaks_winner_s_sash|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,105901,1059,105901-mejiro-dober
58,oguri-cap-miraculous-white-star,Oguri Cap,Miraculous White Star,オグリキャップ,Tomoyo Takayanagi,2026-01-05,March 27,167 cm,82 - 57 - 82,3,oguri-cap-miraculous-white-star.png,94,91,111,76,78,115,111,136,93,95,15,15,0,0,0,A,B,E,A,A,B,F,A,A,D,Oguri Cap — Miraculous White Star.,festive_miracle,shake_it_out|inside_scoop|hydrate,nakayama_racecourse_o|hydrate|winter_runner_o,a_small_breather,no,medium_racing_shoes,gourmand,yes,medium_racing_shoes|japan_cup_winner_s_sash|asahi_hai_f_s_winner_s_sash,triple_7s,no,medium_racing_shoes|mile_ch_winner_s_sash|japan_cup_winner_s_sash|asahi_hai_f_s_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,innate_experience,yes,medium_racing_shoes|mile_ch_winner_s_sash|japan_cup_winner_s_sash|asahi_hai_f_s_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,100602,1006,100602-oguri-cap
59,biwa-hayahide-noel-rouge-carol,Biwa Hayahide,Noel Rouge Carol,ビワハヤヒデ,Yui Kondou,2026-01-05,March 10,171 cm,93 - 61 - 88,3,biwa-hayahide-noel-rouge-carol.png,83,99,76,96,96,102,121,93,117,117,0,12,12,0,6,A,F,F,C,A,A,E,A,B,E,Biwa Hayahide — Noel Rouge Carol.,presents_from_x,homestretch_haste|passing_pro|preferred_position,hanshin_racecourse_o|winter_runner_o|pressure|straightaway_acceleration|prepared_to_pass,pace_chaser_savvy_o,no,medium_racing_shoes,vip_pass,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|arima_kinen_winner_s_sash,pace_chaser_straightaways_o,no,medium_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|asahi_hai_f_s_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,in_body_and_mind,yes,medium_racing_shoes|takarazuka_kinen_winner_s_sash|kikuka_sho_winner_s_sash|asahi_hai_f_s_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102302,1023,102302-biwa-hayahide
60,fine-motion-noble-seamair,Fine Motion,Noble Seamair,ファインモーション,Chinami Hashimoto,2026-01-15,January 27,158 cm,79 - 56 - 83,3,fine-motion-noble-seamair.png,96,84,95,88,87,117,102,116,108,107,0,0,15,0,15,A,G,F,A,A,C,D,A,E,C,Fine Motion — Noble Seamair.,fairy_tale,fall_runner_o|prepared_to_pass|medium_corners_o,pace_chaser_corners_o|all_i_ve_got|ramp_up|standing_by|up_tempo|straight_descent|updrafters|preferred_position|head_on,straight_descent,no,medium_racing_shoes,speed_star,yes,medium_racing_shoes|shuka_sho_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash,right_handed_o,no,medium_racing_shoes|shuka_sho_winner_s_sash|mile_ch_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,determined_descent,yes,medium_racing_shoes|shuka_sho_winner_s_sash|mile_ch_winner_s_sash|queen_elizabeth_ii_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,102201,1022,102201-fine-motion
61,tamamo-cross-with-lightning-speed,Tamamo Cross,With Lightning Speed,タマモクロス,Naomi Oozora,2026-01-22,May 23,140 cm,71 - 52 - 73,3,tamamo-cross-with-lightning-speed.png,83,95,105,83,84,101,116,129,102,102,0,20,10,0,0,A,F,G,E,A,A,G,A,A,A,Tamamo Cross — With Lightning Speed.,white_lightning_comin_through,tail_held_high|thunderbolt_step|position_pilfer,hanshin_racecourse_o|tail_held_high|kyoto_racecourse_o|updrafters|nakayama_racecourse_o|up_tempo,preferred_position,no,long_racing_shoes,fast_furious,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|tenno_sho_autumn_winner_s_sash,straightaway_spurt,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,tail_nine,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,102101,1021,102101-tamamo-cross
62,tm-opera-o-blue-dazzle,TM Opera O,Blue Dazzle,テイエムオペラオー,Sora Tokui,2026-01-29,March 13,156 cm,76 - 55 - 80,3,tm-opera-o-blue-dazzle.png,87,102,74,88,99,106,124,91,107,122,14,8,0,0,8,A,E,G,E,A,A,C,A,A,G,TM Opera O — Blue Dazzle.,barcarole_of_blessings,pace_chaser_straightaways_o|feature_act|corner_recovery_o,non_standard_distance_o|prepared_to_pass|tether,inner_post_proficiency_o,no,long_racing_shoes,swinging_maestro,yes,long_racing_shoes|japan_cup_winner_s_sash|arima_kinen_winner_s_sash,winter_runner_o,no,long_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,headliner,yes,long_racing_shoes|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,101502,1015,101502-tm-opera-o
63,haru-urara-first-urara-saku-sakura,Haru Urara,First Urara ♪ Saku Sakura,ハルウララ,Yukina Shutou,2026-01-29,February 27,140 cm,74 - 51 - 73,3,haru-urara-first-urara-saku-sakura.png,94,54,106,98,98,115,66,130,119,120,0,0,20,10,0,G,A,A,A,G,G,G,G,A,B,Haru Urara — First Urara ♪ Saku Sakura.,114th_time_s_the_charm,prudent_positioning|unyielding_spirit|fighter,fighter|pace_strategy|long_shot_o,shake_it_out,no,dirt_racing_shoes,center_stage,yes,dirt_racing_shoes|february_s_winner_s_sash|jbc_sprint_winner_s_sash,snowy_days_o,no,dirt_racing_shoes|february_s_winner_s_sash|champions_cup_winner_s_sash|jbc_sprint_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,hard_worker,yes,dirt_racing_shoes|february_s_winner_s_sash|champions_cup_winner_s_sash|jbc_sprint_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,105202,1052,105202-haru-urara
64,sakura-chiyono-o-hinoshita-kaisanhana-akari,Sakura Chiyono O,Hinoshita Kaisan・Hana Akari,サクラチヨノオー,Ruriko Noguchi,2026-02-11,February 19,156 cm,80 - 55 - 83,3,sakura-chiyono-o-hinoshita-kaisanhana-akari.png,93,96,78,93,90,114,117,95,114,110,10,0,0,10,10,A,G,E,A,A,E,B,A,F,G,Sakura Chiyono O — Hinoshita Kaisan・Hana Akari.,ambition_to_surpass_the_sakura,spring_runner_o|prepared_to_pass|medium_corners_o,pace_chaser_savvy_o|up_tempo|head_on|feature_act,corner_acceleration_o,no,medium_racing_shoes,speed_star,yes,medium_racing_shoes|japanese_derby_winner_s_sash|asahi_hai_f_s_winner_s_sash,pace_chaser_savvy_o,no,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,spring_spectacle,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,106901,1069,106901-sakura-chiyono-o
65,mihono-bourbon-code-glacage,Mihono Bourbon,Code Glaçage,ミホノブルボン,Ikumi Hasegawa,2026-02-18,April 25,160 cm,86 - 54 - 87,3,mihono-bourbon-code-glacage.png,100,68,92,96,94,123,83,112,117,115,10,10,10,0,0,A,G,C,B,A,B,A,E,G,G,Mihono Bourbon — Code Glaçage.,operation_cacao,focus|fast_paced|extra_tank,wet_conditions_o|early_lead|speed_eater|final_push|straightaway_acceleration,front_runner_savvy_o,no,medium_racing_shoes,escape_artist,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash,groundwork,no,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|japan_cup_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,concentration,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|japan_cup_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,102602,1026,102602-mihono-bourbon
66,eishin-flash-collectchocolatier,Eishin Flash,Collect・Chocolatier,エイシンフラッシュ,Ayami Fujino,2026-02-18,March 27,160 cm,88 - 58 - 86,3,eishin-flash-collectchocolatier.png,94,88,84,82,102,115,107,103,100,125,0,8,8,0,14,A,G,G,F,A,A,G,B,A,C,Eishin Flash — Collect・Chocolatier.,guten_appetit,long_shot_o|position_pilfer|tether,standard_distance_o|homestretch_haste|murmur|fighter|tokyo_racecourse_o,medium_straightaways_o,no,medium_racing_shoes,dominator,yes,medium_racing_shoes|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash,late_surger_corners_o,no,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,flash_forward,yes,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,103702,1037,103702-eishin-flash
67,mejiro-ardan-clinochlore-line,Mejiro Ardan,Clinochlore Line,メジロアルダン,Saya Aizawa,2026-02-25,March 28,162 cm,87 - 56 - 85,3,mejiro-ardan-clinochlore-line.png,92,89,89,80,100,113,109,109,98,121,10,0,0,0,20,A,F,E,B,A,D,C,A,D,G,Mejiro Ardan — Clinochlore Line.,a_lifelong_dream_a_moment_s_flight,left_handed_o|preferred_position|all_i_ve_got,prepared_to_pass|pace_chaser_savvy_o|all_i_ve_got|pressure|steadfast|ramp_up|corner_recovery_o,pace_chaser_corners_o,no,medium_racing_shoes,race_planner,yes,medium_racing_shoes|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash,soft_step,no,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,come_what_may,yes,medium_racing_shoes|osaka_hai_winner_s_sash|japanese_derby_winner_s_sash|tenno_sho_autumn_winner_s_sash|japan_cup_winner_s_sash|dream_glimmer,107101,1071,107101-mejiro-ardan
68,admire-vega-starry-nocturne,Admire Vega,Starry Nocturne,アドマイヤベガ,Hitomi Sasaki,2026-03-05,March 12,157 cm,85 - 57 - 82,3,admire-vega-starry-nocturne.png,96,79,108,69,98,118,96,132,85,119,10,0,20,0,0,A,G,F,C,A,C,G,G,B,A,Admire Vega — Starry Nocturne.,shooting_star_of_dioskouroi,nimble_navigator|tether|levelheaded,masterful_gambit|straightaway_adept|straightaway_spurt|medium_straightaways_o|lay_low|end_closer_straightaways_o|end_closer_corners_o,masterful_gambit,no,medium_racing_shoes,serenity,yes,medium_racing_shoes|japanese_derby_winner_s_sash|hopeful_s_winner_s_sash,subdued_pace_chasers,no,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,sturm_und_drang,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|takarazuka_kinen_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,103301,1033,103301-admire-vega
69,matikanetannhauser-pan-paka-tiru-toto,Matikanetannhauser,Pan~Paka~Tiru~Toto,マチカネタンホイザ,Hikaru Toono,2026-03-12,May 7,155 cm,80 - 55 - 80,2,matikanetannhauser-pan-paka-tiru-toto.png,79,91,82,88,85,103,117,106,114,110,0,20,0,10,0,A,G,G,D,A,A,F,A,A,E,Matikanetannhauser — Pan~Paka~Tiru~Toto.,ready_go|go_go_mun,calm_in_a_crowd|pressure|slick_surge,pace_strategy|mile_corners_o|inside_scoop|updrafters|all_i_ve_got,shake_it_out,no,long_racing_shoes,unruffled,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash,homestretch_haste,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,overwhelming_pressure,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106201,1062,106201-matikanetannhauser
70,kitasan-black-crowning-ooban,Kitasan Black,Crowning Ooban,キタサンブラック,Hinaki Yano,2026-03-12,March 10,162 cm,85 - 56 - 88,3,kitasan-black-crowning-ooban.png,97,100,79,86,88,119,122,97,105,107,20,10,0,0,0,A,G,E,C,A,A,A,B,C,G,Kitasan Black — Crowning Ooban.,victory_cheer,focus|long_straightaways_o|early_lead,corner_adept_o|corner_recovery_o|spring_runner_o|soft_step|keeping_the_lead|firm_resolve|prudent_positioning,medium_straightaways_o,no,long_racing_shoes,taking_the_lead,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|arima_kinen_winner_s_sash,leader_s_pride,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,blast_forward,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106801,1068,106801-kitasan-black
71,satono-diamond-natural-brilliance,Satono Diamond,Natural Brilliance,サトノダイヤモンド,Hina Tachibana,2026-03-22,January 30,158 cm,87 - 54 - 84,3,satono-diamond-natural-brilliance.png,91,88,93,83,95,111,108,113,101,117,0,15,0,0,15,A,G,G,C,A,A,G,B,A,D,Satono Diamond — Natural Brilliance.,eternal_encompassing_shine,right_handed_o|be_still|medium_straightaways_o,straightaway_adept|deep_breaths|fall_runner_o,feature_act,no,long_racing_shoes,lie_in_wait,yes,long_racing_shoes|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash,firm_conditions_o,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,right_handed_demon,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106701,1067,106701-satono-diamond
72,mejiro-bright-brunissage-line,Mejiro Bright,Brunissage Line,メジロブライト,Ayaka Oonishi,2026-03-26,April 19,157 cm,84 - 59 - 81,3,mejiro-bright-brunissage-line.png,89,107,87,75,92,109,130,106,92,113,0,14,0,8,8,A,G,F,C,A,A,G,D,A,A,Mejiro Bright — Brunissage Line.,lovely_spring_breeze,pace_strategy|end_closer_corners_o|free_spirited,wet_conditions_o|inside_scoop|steadfast|non_standard_distance_o|long_corners_o|passing_pro|smoke_screen,pressure,no,long_racing_shoes,indomitable,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|hopeful_s_winner_s_sash,stamina_eater,no,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,of_calm_mind,yes,long_racing_shoes|tenno_sho_spring_winner_s_sash|kikuka_sho_winner_s_sash|arima_kinen_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,107401,1074,107401-mejiro-bright
73,fuji-kiseki-succes-etoile,Fuji Kiseki,Succès Étoile,フジキセキ,Eriko Matsui,2026-04-05,April 15,168 cm,84 - 58 - 82,3,fuji-kiseki-succes-etoile.png,98,77,102,78,95,120,94,124,96,116,8,0,14,0,8,A,F,B,A,B,E,C,A,C,G,Fuji Kiseki — Succès Étoile.,ravissant,trick_front|mile_corners_o|prepared_to_pass,disorient|right_handed_o|unyielding_spirit|prepared_to_pass|preferred_position,shrewd_step,no,mile_racing_shoes,tantalizing_trick,yes,mile_racing_shoes|satsuki_sho_winner_s_sash|asahi_hai_f_s_winner_s_sash,head_on,no,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|nhk_mile_c_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,speed_star,yes,mile_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|nhk_mile_c_winner_s_sash|asahi_hai_f_s_winner_s_sash|dream_glimmer,100502,1005,100502-fuji-kiseki
74,seiun-sky-soiree-de-chaton,Seiun Sky,Soirée de Chaton,セイウンスカイ,Akari Kitou,2026-04-05,April 26,155 cm,77 - 55 - 80,3,seiun-sky-soiree-de-chaton.png,101,89,84,88,88,123,109,103,108,107,8,0,8,14,0,A,G,G,C,A,A,A,B,D,E,Seiun Sky — Soirée de Chaton.,break_it_down,spring_runner_o|rosy_outlook|fast_paced,subdued_late_surgers|deep_breaths|front_runner_straightaways_o|shake_it_out|highlander|steadfast|hesitant_late_surgers|right_handed_o|fast_paced,leader_s_pride,no,medium_racing_shoes,escape_artist,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|kikuka_sho_winner_s_sash,early_lead,no,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,top_runner,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|japanese_derby_winner_s_sash|kikuka_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,102002,1020,102002-seiun-sky
75,nishino-flower-tiered-petal,Nishino Flower,Tiered Petal,ニシノフラワー,Haruna Kawai,2026-04-12,April 19,135 cm,67 - 48 - 70,3,nishino-flower-tiered-petal.png,93,81,95,86,95,113,99,116,105,117,15,0,15,0,0,A,F,A,A,E,G,F,A,A,G,Nishino Flower — Tiered Petal.,budding_blossom,straightaway_adept|acceleration|straight_descent,firm_conditions_o|corner_adept_o|updrafters|shifting_gears|steadfast|head_on,sprinting_gear,no,mile_racing_shoes,beeline_burst,yes,mile_racing_shoes|oka_sho_winner_s_sash|sprinters_s_winner_s_sash,late_surger_corners_o,no,mile_racing_shoes|oka_sho_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,determined_descent,yes,mile_racing_shoes|oka_sho_winner_s_sash|yasuda_kinen_winner_s_sash|sprinters_s_winner_s_sash|hanshin_j_f_winner_s_sash|dream_glimmer,105101,1051,105101-nishino-flower
76,yaeno-muteki-attack-of-the-four-white-meteors,Yaeno Muteki,Attack of the Four White Meteors,ヤエノムテキ,Ayumi Hinohara,2026-04-20,April 11,159 cm,78 - 54 - 81,3,yaeno-muteki-attack-of-the-four-white-meteors.png,92,81,97,97,83,113,99,119,119,100,0,0,20,10,0,A,E,G,B,A,E,F,A,A,G,Yaeno Muteki — Attack of the Four White Meteors.,peerless_dance_of_flowering_flames,ramp_up|steadfast|pace_chaser_corners_o,standard_distance_o|playtime_s_over|ramp_up|homestretch_haste,fighting_spirit,no,medium_racing_shoes,it_s_on,yes,medium_racing_shoes|satsuki_sho_winner_s_sash|tenno_sho_autumn_winner_s_sash,corner_acceleration_o,no,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|yasuda_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,unyielding,yes,medium_racing_shoes|osaka_hai_winner_s_sash|satsuki_sho_winner_s_sash|yasuda_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|dream_glimmer,107201,1072,107201-yaeno-muteki
77,nice-nature-run-win,Nice Nature,RUN＆WIN,ナイスネイチャ,Kaori Maeda,2026-04-26,April 16,157 cm,79 - 56 - 80,3,nice-nature-run-win.png,86,86,94,86,98,105,105,115,105,120,0,10,10,0,10,A,G,G,C,A,A,F,B,A,D,Nice Nature — RUN＆WIN.,go_go_goal,nimble_navigator|tether|late_surger_savvy_o,studious|fighter|fearless|homestretch_haste,take_the_chance,no,medium_racing_shoes,dominator,yes,medium_racing_shoes|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash,long_shot_o,no,medium_racing_shoes|osaka_hai_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,no_stopping_me,yes,medium_racing_shoes|osaka_hai_winner_s_sash|takarazuka_kinen_winner_s_sash|tenno_sho_autumn_winner_s_sash|arima_kinen_winner_s_sash|dream_glimmer,106002,1060,106002-nice-nature
78,king-halo-noble-white-cheer-attire,King Halo,Noble White Cheer Attire,キングヘイロー,Iori Saeki,2026-04-26,April 28,159 cm,85 - 60 - 85,3,king-halo-noble-white-cheer-attire.png,100,62,110,89,89,122,76,134,108,110,10,0,10,10,0,A,G,A,B,B,C,G,B,A,D,King Halo — Noble White Cheer Attire.,louder_tracen_cheer,spring_runner_o|gap_closer|outer_swell,outer_swell|studious|pumped|unyielding_spirit,watchful_eye,no,sprint_racing_shoes,rising_dragon,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash,late_surger_straightaways_o,no,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|sprinters_s_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,spring_spectacle,yes,sprint_racing_shoes|takamatsunomiya_kinen_winner_s_sash|satsuki_sho_winner_s_sash|sprinters_s_winner_s_sash|hopeful_s_winner_s_sash|dream_glimmer,106102,1061,106102-king-halo
