character_slug,sort_order,race_slug,requirement,turn
taiki-shuttle-bubblegum-memories,5,mile_championship,Place 3rd or better in,46
taiki-shuttle-bubblegum-memories,6,yasuda_kinen,Place 1st in,59
taiki-shuttle-bubblegum-memories,7,sprinters_stakes,Place 1st in,66
taiki-shuttle-bubblegum-memories,8,mile_championship,Place 1st in,70
mejiro-dober-vacances-saphir,1,junior_make_debut,Participate in,12
mejiro-dober-vacances-saphir,2,hanshin_juvenile_fillies,Place 5th or better in,23
mejiro-dober-vacances-saphir,3,oka_sho,Place 5th or better in,31
mejiro-dober-vacances-saphir,4,oaks,Place 5th or better in,34
mejiro-dober-vacances-saphir,5,shuuka_sho,Place 3rd or better in,44
mejiro-dober-vacances-saphir,6,arima_kinen,Participate in,48
mejiro-dober-vacances-saphir,7,osaka_hai,Place 3rd or better in,54
mejiro-dober-vacances-saphir,8,takarazuka_kinen,Place 3rd or better in,60
mejiro-dober-vacances-saphir,9,fuchu_uma_musume_stakes,Place 1st in,67
mejiro-dober-vacances-saphir,10,queen_elizabeth_cup,Place 1st in,69
air-shakur-unsigned,1,junior_make_debut,Participate in,12
air-shakur-unsigned,2,hopeful_stakes,Place 5th or better in,24
air-shakur-unsigned,3,satsuki_sho,Place 5th or better in,31
air-shakur-unsigned,4,tokyo_yushun_japanese_derby,Place 5th or better in,34
air-shakur-unsigned,5,kikuka_sho,Place 3rd or better in,44
air-shakur-unsigned,6,japan_cup,Participate in,46
air-shakur-unsigned,7,tenno_sho_spring,Place 5th or better in,56
air-shakur-unsigned,8,takarazuka_kinen,Place 3rd or better in,60
air-shakur-unsigned,9,tenno_sho_autumn,Place 3rd or better in,68
air-shakur-unsigned,10,arima_kinen,Place 1st in,72
special-week-supreme-commander-of-the-rising-sun,1,junior_make_debut,Participate in,12
special-week-supreme-commander-of-the-rising-sun,2,kisaragi_sho,Place 5th or better in,27
special-week-supreme-commander-of-the-rising-sun,3,tokyo_yushun_japanese_derby,Place 5th or better in,34
special-week-supreme-commander-of-the-rising-sun,4,kikuka_sho,Place 3rd or better in,44
special-week-supreme-commander-of-the-rising-sun,5,tenno_sho_spring,Place 3rd or better in,56
special-week-supreme-commander-of-the-rising-sun,6,japan_cup,Place 2nd or better in,70
special-week-supreme-commander-of-the-rising-sun,7,arima_kinen,Place 1st in,72
gold-ship-run-fun-watergun,1,junior_make_debut,Participate in,12
gold-ship-run-fun-watergun,2,hopeful_stakes,Place 5th or better in,24
gold-ship-run-fun-watergun,3,satsuki_sho,Place 5th or better in,31
gold-ship-run-fun-watergun,4,kikuka_sho,Place 3rd or better in,44
gold-ship-run-fun-watergun,5,arima_kinen,Place 3rd or better in,48
gold-ship-run-fun-watergun,6,tenno_sho_spring,Place 3rd or better in,56
gold-ship-run-fun-watergun,7,takarazuka_kinen,Place 1st in,60
gold-ship-run-fun-watergun,8,tenno_sho_autumn,Place 1st in,68
gold-ship-run-fun-watergun,9,arima_kinen,Place 1st in,72
mejiro-mcqueen-fair-lady-of-the-waves,1,junior_make_debut,Participate in,12
mejiro-mcqueen-fair-lady-of-the-waves,2,,Have at least 3000 fans,24
mejiro-mcqueen-fair-lady-of-the-waves,3,kobe_shimbun_hai,Place 3rd or better in,42
mejiro-mcqueen-fair-lady-of-the-waves,4,kikuka_sho,Place 3rd or better in,44
mejiro-mcqueen-fair-lady-of-the-waves,5,tenno_sho_spring,Place 1st in,56
mejiro-mcqueen-fair-lady-of-the-waves,6,takarazuka_kinen,Place 2nd or better in,60
mejiro-mcqueen-fair-lady-of-the-waves,7,tenno_sho_autumn,Place 1st in,68
bamboo-memory-ambition-of-the-black-iron,1,junior_make_debut,Participate in,12
bamboo-memory-ambition-of-the-black-iron,2,,Have at least 3000 fans,24
bamboo-memory-ambition-of-the-black-iron,3,,Have at least 6000 fans,29
bamboo-memory-ambition-of-the-black-iron,4,swan_stakes,Place 3rd or better in,44
bamboo-memory-ambition-of-the-black-iron,5,takamatsunomiya_kinen,Place 3rd or better in,54
bamboo-memory-ambition-of-the-black-iron,6,yasuda_kinen,Place 3rd or better in,59
bamboo-memory-ambition-of-the-black-iron,7,takarazuka_kinen,Participate in,60
bamboo-memory-ambition-of-the-black-iron,8,sprinters_stakes,Place 1st in,66
bamboo-memory-ambition-of-the-black-iron,9,mile_championship,Place 1st in,70
copano-rickey-yin-yang-bagua-lucky-costume,1,junior_make_debut,Participate in,12
copano-rickey-yin-yang-bagua-lucky-costume,2,,Have at least 3000 fans,24
copano-rickey-yin-yang-bagua-lucky-costume,3,fukuryu_stakes,Place 3rd or better in,31
copano-rickey-yin-yang-bagua-lucky-costume,4,champions_cup,Place 3rd or better in,47
copano-rickey-yin-yang-bagua-lucky-costume,5,february_stakes,Place 3rd or better in,52
copano-rickey-yin-yang-bagua-lucky-costume,6,kashiwa_kinen,Place 3rd or better in,57
copano-rickey-yin-yang-bagua-lucky-costume,7,teio_sho,Place 3rd or better in,60
copano-rickey-yin-yang-bagua-lucky-costume,8,m_c_nambu_hai,Place 3rd or better in,67
copano-rickey-yin-yang-bagua-lucky-costume,9,jbc_classic,Place 3rd or better in,69
copano-rickey-yin-yang-bagua-lucky-costume,10,tokyo_daishoten,Place 1st in,72
smart-falcon-twilight-triumph,1,junior_make_debut,Participate in,12
smart-falcon-twilight-triumph,2,,Place 1st in 2 Pre-OP races,25
smart-falcon-twilight-triumph,3,satsuki_sho,Participate in,31
smart-falcon-twilight-triumph,4,japan_dirt_derby,Place 5th or better in,37
smart-falcon-twilight-triumph,5,jbc_classic,Place 3rd or better in,45
smart-falcon-twilight-triumph,6,tokyo_daishoten,Place 3rd or better in,48
smart-falcon-twilight-triumph,7,february_stakes,Place 1st in,52
smart-falcon-twilight-triumph,8,teio_sho,Place 1st in,60
smart-falcon-twilight-triumph,9,jbc_classic,Place 1st in,69
smart-falcon-twilight-triumph,10,champions_cup,Place 1st in,71
smart-falcon-twilight-triumph,11,tokyo_daishoten,Place 1st in,72
winning-ticket-dream-deliverer,1,junior_make_debut,Participate in,12
winning-ticket-dream-deliverer,2,hopeful_stakes,Place 5th or better in,24
winning-ticket-dream-deliverer,3,yayoi_sho,Place 5th or better in,29
winning-ticket-dream-deliverer,4,satsuki_sho,Place 5th or better in,31
winning-ticket-dream-deliverer,5,tokyo_yushun_japanese_derby,Place 5th or better in,34
winning-ticket-dream-deliverer,6,kikuka_sho,Place 3rd or better in,44
winning-ticket-dream-deliverer,7,osaka_hai,Place 3rd or better in,54
winning-ticket-dream-deliverer,8,takarazuka_kinen,Place 3rd or better in,60
winning-ticket-dream-deliverer,9,arima_kinen,Place 1st in,72
narita-taishin-difference-engineer,1,junior_make_debut,Participate in,12
narita-taishin-difference-engineer,2,hopeful_stakes,Place 5th or better in,24
narita-taishin-difference-engineer,3,satsuki_sho,Place 5th or better in,31
narita-taishin-difference-engineer,4,tokyo_yushun_japanese_derby,Place 5th or better in,34
narita-taishin-difference-engineer,5,kikuka_sho,Participate in,44
narita-taishin-difference-engineer,6,nikkei_sho,Place 1st in,54
narita-taishin-difference-engineer,7,tenno_sho_spring,Place 3rd or better in,56
narita-taishin-difference-engineer,8,tenno_sho_autumn,Place 1st in,68
narita-taishin-difference-engineer,9,arima_kinen,Place 1st in,72
yukino-bijin-cute-sweet-flower-of-mutsu,1,junior_make_debut,Participate in,12
yukino-bijin-cute-sweet-flower-of-mutsu,2,hanshin_juvenile_fillies,Place 5th or better in,23
yukino-bijin-cute-sweet-flower-of-mutsu,3,oka_sho,Place 5th or better in,31
yukino-bijin-cute-sweet-flower-of-mutsu,4,oaks,Place 5th or better in,34
yukino-bijin-cute-sweet-flower-of-mutsu,5,queen_stakes,Place 1st in,38
yukino-bijin-cute-sweet-flower-of-mutsu,6,shuuka_sho,Place 3rd or better in,44
yukino-bijin-cute-sweet-flower-of-mutsu,7,osaka_hai,Place 3rd or better in,54
yukino-bijin-cute-sweet-flower-of-mutsu,8,victoria_mile,Place 3rd or better in,57
yukino-bijin-cute-sweet-flower-of-mutsu,9,queen_elizabeth_cup,Place 1st in,69
yukino-bijin-cute-sweet-flower-of-mutsu,10,japan_cup,Place 1st in,70
seeking-the-pearl-rocket-star,1,junior_make_debut,Participate in,12
seeking-the-pearl-rocket-star,2,daily_hai_junior_stakes,Place 5th or better in,21
seeking-the-pearl-rocket-star,3,hanshin_juvenile_fillies,Place 5th or better in,23
seeking-the-pearl-rocket-star,4,oka_sho,Place 5th or better in,31
seeking-the-pearl-rocket-star,5,nhk_mile_cup,Place 5th or better in,33
seeking-the-pearl-rocket-star,6,rose_stakes,Place 3rd or better in,41
seeking-the-pearl-rocket-star,7,mile_championship,Place 3rd or better in,46
seeking-the-pearl-rocket-star,8,takamatsunomiya_kinen,Place 3rd or better in,54
seeking-the-pearl-rocket-star,9,yasuda_kinen,Place 3rd or better in,59
seeking-the-pearl-rocket-star,10,sprinters_stakes,Place 1st in,66
seeking-the-pearl-rocket-star,11,mile_championship,Place 1st in,70
agnes-digital-agnesjiangshi,1,junior_make_debut,Participate in,12
agnes-digital-agnesjiangshi,2,hyacinth_stakes,Place 3rd or better in,28
agnes-digital-agnesjiangshi,3,nhk_mile_cup,Place 5th or better in,33
agnes-digital-agnesjiangshi,4,japan_dirt_derby,Place 5th or better in,37
agnes-digital-agnesjiangshi,5,mile_championship,Place 3rd or better in,46
agnes-digital-agnesjiangshi,6,,Place 3rd or better in 3 G1 races,60
agnes-digital-agnesjiangshi,7,tenno_sho_autumn,Place 1st in,68
meisho-doto-dot-o-lantern,1,junior_make_debut,Participate in,12
meisho-doto-dot-o-lantern,2,,Have at least 6000 fans,31
meisho-doto-dot-o-lantern,3,,Have at least 15000 fans,44
meisho-doto-dot-o-lantern,4,nikkei_shinshun_hai,Place 3rd or better in,49
meisho-doto-dot-o-lantern,5,kinko_sho,Place 1st in,53
meisho-doto-dot-o-lantern,6,takarazuka_kinen,Place 2nd or better in,60
meisho-doto-dot-o-lantern,7,tenno_sho_autumn,Place 2nd or better in,68
meisho-doto-dot-o-lantern,8,japan_cup,Place 2nd or better in,70
meisho-doto-dot-o-lantern,9,arima_kinen,Place 1st in,72
aston-machan-flare,1,junior_make_debut,Participate in,12
aston-machan-flare,2,fantasy_stakes,Place 5th or better in,21
aston-machan-flare,3,hanshin_juvenile_fillies,Place 5th or better in,23
aston-machan-flare,4,fillies_revue,Place 5th or better in,29
aston-machan-flare,5,oka_sho,Place 5th or better in,31
aston-machan-flare,6,sprinters_stakes,Place 1st in,42
aston-machan-flare,7,takamatsunomiya_kinen,Place 3rd or better in,54
aston-machan-flare,8,sprinters_stakes,Place 1st in,66
yamanin-zephyr-fluttertail-spirit,1,junior_make_debut,Participate in,12
yamanin-zephyr-fluttertail-spirit,2,new_zealand_trophy,Place 5th or better in,31
yamanin-zephyr-fluttertail-spirit,3,aoi_stakes,Place 5th or better in,34
yamanin-zephyr-fluttertail-spirit,4,sprinters_stakes,Place 3rd or better in,42
yamanin-zephyr-fluttertail-spirit,5,mile_championship,Place 3rd or better in,46
yamanin-zephyr-fluttertail-spirit,6,yasuda_kinen,Place 1st in,59
yamanin-zephyr-fluttertail-spirit,7,sprinters_stakes,Place 1st in,66
yamanin-zephyr-fluttertail-spirit,8,tenno_sho_autumn,Place 1st in,68
tamamo-cross-ferocious-thunder,1,junior_make_debut,Participate in,12
tamamo-cross-ferocious-thunder,2,,Have at least 5000 fans,29
tamamo-cross-ferocious-thunder,3,,Place 3rd or better in 4 G3 races,49
tamamo-cross-ferocious-thunder,4,hanshin_daishoten,Place 3rd or better in,54
tamamo-cross-ferocious-thunder,5,tenno_sho_spring,Place 3rd or better in,56
tamamo-cross-ferocious-thunder,6,takarazuka_kinen,Place 1st in,60
tamamo-cross-ferocious-thunder,7,tenno_sho_autumn,Place 1st in,68
tamamo-cross-ferocious-thunder,8,arima_kinen,Place 1st in,72
inari-one-fields-of-gold,1,junior_make_debut,Participate in,12
inari-one-fields-of-gold,2,,Have at least 3000 fans,24
inari-one-fields-of-gold,3,japan_dirt_derby,Place 5th or better in,37
inari-one-fields-of-gold,4,tokyo_daishoten,Place 1st in,48
inari-one-fields-of-gold,5,tenno_sho_spring,Place 3rd or better in,56
inari-one-fields-of-gold,6,takarazuka_kinen,Place 3rd or better in,60
inari-one-fields-of-gold,7,mainichi_okan,Place 2nd or better in,67
inari-one-fields-of-gold,8,tenno_sho_autumn,Place 3rd or better in,68
inari-one-fields-of-gold,9,arima_kinen,Place 1st in,72
nakayama-festa-dramatic-turnabout,1,junior_make_debut,Participate in,12
nakayama-festa-dramatic-turnabout,2,keisei_hai,Place 5th or better in,25
nakayama-festa-dramatic-turnabout,3,satsuki_sho,Place 5th or better in,31
nakayama-festa-dramatic-turnabout,4,tokyo_yushun_japanese_derby,Place 5th or better in,34
nakayama-festa-dramatic-turnabout,5,kikuka_sho,Place 3rd or better in,44
nakayama-festa-dramatic-turnabout,6,chunichi_shimbun_hai,Place 1st in,47
nakayama-festa-dramatic-turnabout,7,takarazuka_kinen,Place 1st in,60
nakayama-festa-dramatic-turnabout,8,japan_cup,Place 1st in,70
