id,slug,name,image,grade_badge_image,trophy_image,course_image,racetrack,direction,participants,grade,grade_display,terrain,distance_type,distance_m,season,time_of_day,career_class,schedule_month,schedule_half,fans_required,first_place_fans,core_distance
229,yodo_tankyori_stakes,Yodo Tankyori Stakes,yodo_tankyori_stakes.png,op.png,,kyoto_1200_turf_right.png,Kyoto,Right,18,OP,OP,Turf,Short,1200,Winter,Daytime,Senior Class,January,First Half,350,2500,core_distance
230,american_jcc,American JCC,american_jcc.png,gii.png,jcc_cup.png,nakayama_2200_turf_right.png,Nakayama,Right,18,GII,G2,Turf,Medium,2200,Winter,Daytime,Senior Class,January,Second Half,1900,6200,non_core_distance
231,negishi_stakes,Negishi Stakes,negishi_stakes.png,giii.png,capella_cup.png,tokyo_1400_dirt_left.png,Tokyo,Left,16,GIII,G3,Dirt,Short,1400,Winter,Daytime,Senior Class,January,Second Half,1000,3800,non_core_distance
232,shirafuji_stakes,Shirafuji Stakes,shirafuji_stakes.png,op.png,,tokyo_2000_turf_left.png,Tokyo,Left,18,OP,OP,Turf,Medium,2000,Winter,Daytime,Senior Class,January,Second Half,350,2600,core_distance
233,silk_road_stakes,Silk Road Stakes,silk_road_stakes.png,giii.png,gii_trophy.png,kyoto_1200_turf_right.png,Kyoto,Right,18,GIII,G3,Turf,Short,1200,Winter,Daytime,Senior Class,January,Second Half,1250,3900,core_distance
234,subaru_stakes,Subaru Stakes,subaru_stakes.png,op.png,,kyoto_1400_dirt_right.png,Kyoto,Right,16,OP,OP,Dirt,Short,1400,Winter,Daytime,Senior Class,January,Second Half,350,2300,non_core_distance
235,tck_jo_o_hai,TCK Jo-o Hai,tck_jo_o_hai.png,giii.png,,ooi_1800_dirt_right.png,Oi,Right,16,GIII,G3,Dirt,Mile,1800,Winter,Evening,Senior Class,January,Second Half,1000,2200,non_core_distance
236,tokai_stakes,Tokai Stakes,tokai_stakes.png,gii.png,tokai_cup.png,chukyo_1800_dirt_left.png,Chukyo,Left,16,GII,G2,Dirt,Mile,1800,Winter,Daytime,Senior Class,January,Second Half,1800,5500,non_core_distance
237,aldebaran_stakes,Aldebaran Stakes,aldebaran_stakes.png,op.png,,kyoto_1900_dirt_right.png,Kyoto,Right,16,OP,OP,Dirt,Medium,1900,Winter,Daytime,Senior Class,February,First Half,350,2200,non_core_distance
238,kawasaki_kinen,Kawasaki Kinen,kawasaki_kinen.png,gi.png,,kawasaki_2100_dirt_left.png,Kawasaki,Left,14,GI,G1,Dirt,Medium,2100,Winter,Evening,Senior Class,February,First Half,12000,6000,non_core_distance
239,kyoto_kinen,Kyoto Kinen,kyoto_kinen.png,gii.png,gii_trophy.png,kyoto_2200_turf_right.png,Kyoto,Right,18,GII,G2,Turf,Medium,2200,Winter,Daytime,Senior Class,February,First Half,1900,6200,non_core_distance
240,rakuyo_stakes,Rakuyo Stakes,rakuyo_stakes.png,op.png,,kyoto_1600_turf_right.png,Kyoto,Right,18,OP,OP,Turf,Mile,1600,Winter,Daytime,Senior Class,February,First Half,350,2500,core_distance
241,tokyo_shimbun_hai,Tokyo Shimbun Hai,tokyo_shimbun_hai.png,giii.png,tokyo_cup_2.png,tokyo_1600_turf_left.png,Tokyo,Left,18,GIII,G3,Turf,Mile,1600,Winter,Daytime,Senior Class,February,First Half,1250,3900,core_distance
242,valentine_stakes,Valentine Stakes,valentine_stakes.png,op.png,,tokyo_1400_dirt_left.png,Tokyo,Left,16,OP,OP,Dirt,Short,1400,Winter,Daytime,Senior Class,February,First Half,350,2200,non_core_distance
243,yamato_stakes,Yamato Stakes,yamato_stakes.png,op.png,,kyoto_1200_dirt_right.png,Kyoto,Right,16,OP,OP,Dirt,Short,1200,Winter,Daytime,Senior Class,February,First Half,350,2200,core_distance
244,diamond_stakes,Diamond Stakes,diamond_stakes.png,giii.png,siuu.png,tokyo_3400_turf_left.png,Tokyo,Left,18,GIII,G3,Turf,Long,3400,Winter,Daytime,Senior Class,February,Second Half,1500,4100,non_core_distance
245,february_stakes,February Stakes,february_stakes.png,gi.png,feb_cup.png,tokyo_1600_dirt_left.png,Tokyo,Left,16,GI,G1,Dirt,Mile,1600,Winter,Daytime,Senior Class,February,Second Half,12000,10000,core_distance
246,hankyu_hai,Hankyu Hai,hankyu_hai.png,giii.png,mainichi_cup.png,hanshin_1400_turf_right.png,Hanshin,Right,18,GIII,G3,Turf,Short,1400,Winter,Daytime,Senior Class,February,Second Half,1500,4100,non_core_distance
247,kitakyushu_tankyori_stakes,Kitakyushu Tankyori Stakes,kitakyushu_tankyori_stakes.png,op.png,,kokura_1200_turf_right.png,Kokura,Right,18,OP,OP,Turf,Short,1200,Winter,Daytime,Senior Class,February,Second Half,350,2300,core_distance
248,kokura_daishoten,Kokura Daishoten,kokura_daishoten.png,giii.png,kokura_cup_2.png,kokura_1800_turf_right.png,Kokura,Right,16,GIII,G3,Turf,Mile,1800,Winter,Daytime,Senior Class,February,Second Half,1500,4100,non_core_distance
249,kyoto_umamusume_stakes,Kyoto Umamusume Stakes,kyoto_umamusume_stakes.png,giii.png,gii_trophy.png,kyoto_1400_turf_right.png,Kyoto,Right,18,GIII,G3,Turf,Short,1400,Winter,Daytime,Senior Class,February,Second Half,750,3600,non_core_distance
250,nakayama_kinen,Nakayama Kinen,nakayama_kinen.png,gii.png,nakayama_g3_cup.png,nakayama_1800_turf_right.png,Nakayama,Right,16,GII,G2,Turf,Mile,1800,Winter,Daytime,Senior Class,February,Second Half,1900,6700,non_core_distance
251,sobu_stakes,Sobu Stakes,sobu_stakes.png,op.png,,nakayama_1800_dirt_right.png,Nakayama,Right,16,OP,OP,Dirt,Mile,1800,Winter,Daytime,Senior Class,February,Second Half,350,2200,non_core_distance
252,empress_hai,Empress Hai,empress_hai.png,gii.png,,kawasaki_2100_dirt_left.png,Kawasaki,Left,14,GII,G2,Dirt,Medium,2100,Spring,Evening,Senior Class,March,First Half,1800,3500,non_core_distance
253,kinko_sho,Kinko Sho,kinko_sho.png,gii.png,falco_cup.png,chukyo_2000_turf_left.png,Chukyo,Left,18,GII,G2,Turf,Medium,2000,Spring,Daytime,Senior Class,March,First Half,2000,6700,core_distance
254,kochi_stakes,Kochi Stakes,kochi_stakes.png,op.png,,nakayama_1600_turf_right.png,Nakayama,Right,16,OP,OP,Turf,Mile,1600,Spring,Daytime,Senior Class,March,First Half,350,2500,core_distance
255,nakayama_umamusume_stakes,Nakayama Umamusume Stakes,nakayama_umamusume_stakes.png,giii.png,nakayama_g3_cup_2.png,nakayama_1800_turf_right.png,Nakayama,Right,16,GIII,G3,Turf,Mile,1800,Spring,Daytime,Senior Class,March,First Half,1000,3600,non_core_distance
256,nigawa_stakes,Nigawa Stakes,nigawa_stakes.png,op.png,,hanshin_2000_dirt_right.png,Hanshin,Right,16,OP,OP,Dirt,Medium,2000,Spring,Daytime,Senior Class,March,First Half,350,2300,core_distance
257,ocean_stakes,Ocean Stakes,ocean_stakes.png,giii.png,nakayama_g3_cup.png,nakayama_1200_turf_right.png,Nakayama,Right,16,GIII,G3,Turf,Short,1200,Spring,Daytime,Senior Class,March,First Half,1500,4100,core_distance
258,osakajo_stakes,Osakajo Stakes,osakajo_stakes.png,op.png,,hanshin_1800_turf_right.png,Hanshin,Right,18,OP,OP,Turf,Mile,1800,Spring,Daytime,Senior Class,March,First Half,350,2600,non_core_distance
259,polaris_stakes,Polaris Stakes,polaris_stakes.png,op.png,,hanshin_1400_dirt_right.png,Hanshin,Right,16,OP,OP,Dirt,Short,1400,Spring,Daytime,Senior Class,March,First Half,350,2200,non_core_distance
260,chiba_stakes,Chiba Stakes,chiba_stakes.png,op.png,,nakayama_1200_dirt_right.png,Nakayama,Right,16,OP,OP,Dirt,Short,1200,Spring,Daytime,Senior Class,March,Second Half,350,2200,core_distance
261,diolite_kinen,Diolite Kinen,diolite_kinen.png,gii.png,,funabashi_2400_dirt_left.png,Funabashi,Left,14,GII,G2,Dirt,Medium,2400,Spring,Night,Senior Class,March,Second Half,1800,3200,core_distance
262,hanshin_daishoten,Hanshin Daishoten,hanshin_daishoten.png,gii.png,mainichi_cup.png,hanshin_3000_turf_right.png,Hanshin,Right,16,GII,G2,Turf,Long,3000,Spring,Daytime,Senior Class,March,Second Half,2000,6700,non_core_distance
263,march_stakes,March Stakes,march_stakes.png,giii.png,nakayama_g3_cup.png,nakayama_1800_dirt_right.png,Nakayama,Right,16,GIII,G3,Dirt,Mile,1800,Spring,Daytime,Senior Class,March,Second Half,1000,3600,non_core_distance
264,nikkei_sho,Nikkei Sho,nikkei_sho.png,gii.png,nakayama_g3_cup.png,nakayama_2500_turf_right.png,Nakayama,Right,16,GII,G2,Turf,Long,2500,Spring,Daytime,Senior Class,March,Second Half,2000,6700,non_core_distance
265,osaka_hai,Osaka Hai,osaka_hai.png,gi.png,osaka_cup.png,hanshin_2000_turf_right.png,Hanshin,Right,16,GI,G1,Turf,Medium,2000,Spring,Daytime,Senior Class,March,Second Half,20000,13500,core_distance
266,rokko_stakes,Rokko Stakes,rokko_stakes.png,op.png,,hanshin_1600_turf_right.png,Hanshin,Right,18,OP,OP,Turf,Mile,1600,Spring,Daytime,Senior Class,March,Second Half,350,2500,core_distance
267,takamatsunomiya_kinen,Takamatsunomiya Kinen,takamatsunomiya_kinen.png,gi.png,takatsunomiya_cup.png,chukyo_1200_turf_left.png,Chukyo,Left,18,GI,G1,Turf,Short,1200,Spring,Daytime,Senior Class,March,Second Half,15000,13000,core_distance
268,antares_stakes,Antares Stakes,antares_stakes.png,giii.png,mainichi_cup.png,hanshin_1800_dirt_right.png,Hanshin,Right,16,GIII,G3,Dirt,Mile,1800,Spring,Daytime,Senior Class,April,First Half,1000,3600,non_core_distance
269,azumakofuji_stakes,Azumakofuji Stakes,azumakofuji_stakes.png,op.png,,fukushima_1700_dirt_right.png,Fukushima,Right,15,OP,OP,Dirt,Mile,1700,Spring,Daytime,Senior Class,April,First Half,350,2200,non_core_distance
270,coral_stakes,Coral Stakes,coral_stakes.png,op.png,,hanshin_1400_dirt_right.png,Hanshin,Right,16,OP,OP,Dirt,Short,1400,Spring,Daytime,Senior Class,April,First Half,350,2300,non_core_distance
271,fukushima_mimpo_hai,Fukushima Mimpo Hai,fukushima_mimpo_hai.png,op.png,,fukushima_2000_turf_right.png,Fukushima,Right,16,OP,OP,Turf,Medium,2000,Spring,Daytime,Senior Class,April,First Half,350,2600,core_distance
272,hanshin_umamusume_stakes,Hanshin Umamusume Stakes,hanshin_umamusume_stakes.png,gii.png,mainichi_cup.png,hanshin_1600_turf_right.png,Hanshin,Right,18,GII,G2,Turf,Mile,1600,Spring,Daytime,Senior Class,April,First Half,1800,5500,core_distance
273,keiyo_stakes,Keiyo Stakes,keiyo_stakes.png,op.png,,nakayama_1200_dirt_right.png,Nakayama,Right,16,OP,OP,Dirt,Short,1200,Spring,Daytime,Senior Class,April,First Half,350,2300,core_distance
274,lord_derby_challenge_trophy,Lord Derby Challenge Trophy,lord_derby_challenge_trophy.png,giii.png,lord_cup.png,nakayama_1600_turf_right.png,Nakayama,Right,16,GIII,G3,Turf,Mile,1600,Spring,Daytime,Senior Class,April,First Half,1250,3900,core_distance
275,shunrai_stakes,Shunrai Stakes,shunrai_stakes.png,op.png,,nakayama_1200_turf_right.png,Nakayama,Right,16,OP,OP,Turf,Short,1200,Spring,Daytime,Senior Class,April,First Half,350,2500,core_distance
276,fukushima_umamusume_stakes,Fukushima Umamusume Stakes,fukushima_umamusume_stakes.png,giii.png,nikkei_sho_cup.png,fukushima_1800_turf_right.png,Fukushima,Right,16,GIII,G3,Turf,Mile,1800,Spring,Daytime,Senior Class,April,Second Half,1250,3800,non_core_distance
277,milers_cup,Milers Cup,milers_cup.png,gii.png,gii_trophy.png,kyoto_1600_turf_right.png,Kyoto,Right,18,GII,G2,Turf,Mile,1600,Spring,Daytime,Senior Class,April,Second Half,1900,5900,core_distance
278,oasis_stakes,Oasis Stakes,oasis_stakes.png,op.png,,tokyo_1600_dirt_left.png,Tokyo,Left,16,OP,OP,Dirt,Mile,1600,Spring,Daytime,Senior Class,April,Second Half,350,2300,core_distance
279,tenno_sho_spring,Tenno Sho (Spring),tenno_sho_spring.png,gi.png,tenno_spring_cup.png,kyoto_3200_turf_right.png,Kyoto,Right,18,GI,G1,Turf,Long,3200,Spring,Daytime,Senior Class,April,Second Half,20000,15000,core_distance
280,tennozan_stakes,Tennozan Stakes,tennozan_stakes.png,op.png,,kyoto_1200_dirt_right.png,Kyoto,Right,16,OP,OP,Dirt,Short,1200,Spring,Daytime,Senior Class,April,Second Half,350,2200,core_distance
281,tokyo_sprint,Tokyo Sprint,tokyo_sprint.png,giii.png,,ooi_1200_dirt_right.png,Oi,Right,16,GIII,G3,Dirt,Short,1200,Spring,Night,Senior Class,April,Second Half,1000,2700,core_distance
282,brilliant_stakes,Brilliant Stakes,brilliant_stakes.png,op.png,,tokyo_2100_dirt_left.png,Tokyo,Left,16,OP,OP,Dirt,Medium,2100,Spring,Daytime,Senior Class,May,First Half,350,2300,non_core_distance
283,kashiwa_kinen,Kashiwa Kinen,kashiwa_kinen.png,gi.png,,funabashi_1600_dirt_left.png,Funabashi,Left,14,GI,G1,Dirt,Mile,1600,Spring,Daytime,Senior Class,May,First Half,12000,8000,core_distance
284,keio_hai_spring_cup,Keio Hai Spring Cup,keio_hai_spring_cup.png,gii.png,gii_trophy.png,tokyo_1400_turf_left.png,Tokyo,Left,18,GII,G2,Turf,Short,1400,Spring,Daytime,Senior Class,May,First Half,1900,5900,non_core_distance
285,kurama_stakes,Kurama Stakes,kurama_stakes.png,op.png,,kyoto_1200_turf_right.png,Kyoto,Right,18,OP,OP,Turf,Short,1200,Spring,Daytime,Senior Class,May,First Half,350,2300,core_distance
286,metropolitan_stakes,Metropolitan Stakes,metropolitan_stakes.png,op.png,,tokyo_2400_turf_left.png,Tokyo,Left,18,OP,OP,Turf,Medium,2400,Spring,Daytime,Senior Class,May,First Half,350,2600,core_distance
287,miyakooji_stakes,Miyakooji Stakes,miyakooji_stakes.png,op.png,,kyoto_1800_turf_right.png,Kyoto,Right,18,OP,OP,Turf,Mile,1800,Spring,Daytime,Senior Class,May,First Half,350,2600,non_core_distance
288,niigata_daishoten,Niigata Daishoten,niigata_daishoten.png,giii.png,giii_trophy.png,niigata_2000_turf_left.png,Niigata,Left,18,GIII,G3,Turf,Medium,2000,Spring,Daytime,Senior Class,May,First Half,1500,4100,core_distance
289,ritto_stakes,Ritto Stakes,ritto_stakes.png,op.png,,kyoto_1400_dirt_right.png,Kyoto,Right,16,OP,OP,Dirt,Short,1400,Spring,Daytime,Senior Class,May,First Half,350,2300,non_core_distance
290,tanigawadake_stakes,Tanigawadake Stakes,tanigawadake_stakes.png,op.png,,niigata_1600_turf_left.png,Niigata,Left,18,OP,OP,Turf,Mile,1600,Spring,Daytime,Senior Class,May,First Half,350,2500,core_distance
291,victoria_mile,Victoria Mile,victoria_mile.png,gi.png,victoria_mile_cup.png,tokyo_1600_turf_left.png,Tokyo,Left,18,GI,G1,Turf,Mile,1600,Spring,Daytime,Senior Class,May,First Half,10000,10500,core_distance
292,azuchijo_stakes,Azuchijo Stakes,azuchijo_stakes.png,op.png,,kyoto_1400_turf_right.png,Kyoto,Right,18,OP,OP,Turf,Short,1400,Spring,Daytime,Senior Class,May,Second Half,350,2500,non_core_distance
293,heian_stakes,Heian Stakes,heian_stakes.png,giii.png,gii_trophy.png,kyoto_1900_dirt_right.png,Kyoto,Right,16,GIII,G3,Dirt,Medium,1900,Spring,Daytime,Senior Class,May,Second Half,1000,3600,non_core_distance
294,idaten_stakes,Idaten Stakes,idaten_stakes.png,op.png,,niigata_1000_turf_straight.png,Niigata,Straight,18,OP,OP,Turf,Short,1000,Spring,Daytime,Senior Class,May,Second Half,350,2300,non_core_distance
295,keyaki_stakes,Keyaki Stakes,keyaki_stakes.png,op.png,,tokyo_1400_dirt_left.png,Tokyo,Left,16,OP,OP,Dirt,Short,1400,Spring,Daytime,Senior Class,May,Second Half,350,2200,non_core_distance
296,may_stakes,May Stakes,may_stakes.png,op.png,,tokyo_1800_turf_left.png,Tokyo,Left,18,OP,OP,Turf,Mile,1800,Spring,Daytime,Senior Class,May,Second Half,350,2400,non_core_distance
297,meguro_kinen,Meguro Kinen,meguro_kinen.png,gii.png,gii_trophy.png,tokyo_2500_turf_left.png,Tokyo,Left,18,GII,G2,Turf,Long,2500,Spring,Daytime,Senior Class,May,Second Half,1800,5700,non_core_distance
298,teio_sho,Teio Sho,teio_sho.png,gi.png,tokyo_daishoten_cup.png,ooi_2000_dirt_right.png,Oi,Right,16,GI,G1,Dirt,Medium,2000,Spring,Night,Senior Class,June,Second Half,12000,6000,core_distance
299,ura_finals_qualifier,URA Finals Qualifier,ura_finals_qualifier.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
300,ura_finals_semifinal,URA Finals Semifinal,ura_finals_semifinal.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
301,grand_masters,Grand Masters,grand_masters.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
302,twinkle_star_climax,Twinkle Star Climax,twinkle_star_climax.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
303,ura_finals_final_aoharu,URA Finals Final (Aoharu),ura_finals_final_aoharu.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
304,ura_finals_final_grand_live,URA Finals Final (Grand Live),ura_finals_final_grand_live.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
305,ura_finals_final_ura,URA Finals Final (URA),ura_finals_final_ura.png,race.png,,,Varies,,,,,Varies,Varies,,,,,,,,,
