id,name,requirement,image,sort_order
epic_odyssey_uma_quest,Epic Odyssey Uma Quest,Clear all Event Special Missions,epic_odyssey_uma_quest.png,466
beaches_bathing_suits_blazing_trails,"Beaches, Bathing Suits & Blazing Trails",Clear all Event Special Missions,beaches_bathing_suits_blazing_trails.png,467
halloween_makeover,Halloween Makeover!,Clear all Event Special Missions,halloween_makeover.png,468
orchestra_in_late_autumn,Orchestra in Late Autumn,Clear all Event Special Missions,orchestra_in_late_autumn.png,469
hungry_for_a_miracle,Hungry for a Miracle,Clear all Event Special Missions,hungry_for_a_miracle.png,470
blossoming_beginnings_new_year_s_karuta_showdown,Blossoming Beginnings! New Year's Karuta Showdown,Clear all Event Special Missions,blossoming_beginnings_new_year_s_karuta_showdown.png,471
the_peak_of_confection,The Peak of Confection,Clear all Event Special Missions,the_peak_of_confection.png,472
flying_run_up,Flying Run-Up!,Clear all Event Special Missions,flying_run_up.png,473
tonight_at_the_ligne_droite,Tonight at the Ligne Droite,Clear all Event Special Missions,tonight_at_the_ligne_droite.png,474
let_those_cheers_roar_tracen_cheer_squad,Let Those Cheers Roar! Tracen Cheer Squad,Clear all Event Special Missions,let_those_cheers_roar_tracen_cheer_squad.png,475
the_promised_hour_silks_three_riddles,The Promised Hour: Silks & Three Riddles,Clear all Event Special Missions,the_promised_hour_silks_three_riddles.png,476
search_solve_summer,Search! Solve! Summer!,Clear all Event Special Missions,search_solve_summer.png,477
make_a_splash_summer_showdown,Make a Splash! Summer Showdown! ☆,Clear all Event Special Missions,make_a_splash_summer_showdown.png,478
wings_of_steam_and_steel,Wings of Steam and Steel,Clear all Event Special Missions,wings_of_steam_and_steel.png,479
days_flying_by,Days Flying By,Clear all Event Special Missions,days_flying_by.png,480
hark_back_run_forward,"Hark Back, Run Forward",Clear all Event Special Missions,hark_back_run_forward.png,481
unity_cup_straight_a_trainer,Unity Cup Straight-A Trainer,Achieve excellent results in the Trainer Aptitude Test,unity_cup_straight_a_trainer.png,482
climax_straight_a_trainer,Climax Straight A Trainer,Achieve excellent results in the Trainer Aptitude Test,climax_straight_a_trainer.png,483
our_grand_concert_straight_a_trainer,Our Grand Concert Straight A Trainer,Achieve excellent results in the Trainer Aptitude Test,our_grand_concert_straight_a_trainer.png,484
to_the_top_project_umadol,To the Top! Project Umadol,Complete the individual rewards for Top Umadol Project,to_the_top_project_umadol.png,485
it_s_not_about_the_start,It's Not About the Start,View a Good Ending while playing on Ultra Golshi Mode,it_s_not_about_the_start.png,486
capricorn_cup_platinum,Capricorn Cup Platinum,Achieve legendary results in the Capricorn Cup,capricorn_cup_platinum.png,487
capricorn_cup_gold,Capricorn Cup Gold,Achieve outstanding results in the Capricorn Cup,capricorn_cup_gold.png,488
capricorn_cup_silver,Capricorn Cup Silver,Achieve shining results in the Capricorn Cup,capricorn_cup_silver.png,489
capricorn_cup_bronze,Capricorn Cup Bronze,Achieve great results in the Capricorn Cup,capricorn_cup_bronze.png,490
aquarius_cup_platinum,Aquarius Cup Platinum,Achieve legendary results in the Aquarius Cup,aquarius_cup_platinum.png,491
aquarius_cup_gold,Aquarius Cup Gold,Achieve outstanding results in the Aquarius Cup,aquarius_cup_gold.png,492
aquarius_cup_silver,Aquarius Cup Silver,Achieve shining results in the Aquarius Cup,aquarius_cup_silver.png,493
aquarius_cup_bronze,Aquarius Cup Bronze,Achieve great results in the Aquarius Cup,aquarius_cup_bronze.png,494
pisces_cup_platinum,Pisces Cup Platinum,Achieve legendary results in the Pisces Cup,pisces_cup_platinum.png,495
pisces_cup_gold,Pisces Cup Gold,Achieve outstanding results in the Pisces Cup,pisces_cup_gold.png,496
pisces_cup_silver,Pisces Cup Silver,Achieve shining results in the Pisces Cup,pisces_cup_silver.png,497
pisces_cup_bronze,Pisces Cup Bronze,Achieve great results in the Pisces Cup,pisces_cup_bronze.png,498
aries_cup_platinum,Aries Cup Platinum,Achieve legendary results in the Aries Cup,aries_cup_platinum.png,499
aries_cup_gold,Aries Cup Gold,Achieve outstanding results in the Aries Cup,aries_cup_gold.png,500
aries_cup_silver,Aries Cup Silver,Achieve shining results in the Aries Cup,aries_cup_silver.png,501
aries_cup_bronze,Aries Cup Bronze,Achieve great results in the Aries Cup,aries_cup_bronze.png,502
taurus_cup_platinum,Taurus Cup Platinum,Achieve legendary results in the Taurus Cup,taurus_cup_platinum.png,503
taurus_cup_platinum_405102,Taurus Cup Platinum ★,Achieve legendary results in the Taurus Cup twice,taurus_cup_platinum_405102.png,504
taurus_cup_gold,Taurus Cup Gold,Achieve outstanding results in the Taurus Cup,taurus_cup_gold.png,505
taurus_cup_gold_405202,Taurus Cup Gold ★,Achieve outstanding results in the Taurus Cup twice,taurus_cup_gold_405202.png,506
taurus_cup_silver,Taurus Cup Silver,Achieve shining results in the Taurus Cup,taurus_cup_silver.png,507
taurus_cup_silver_405302,Taurus Cup Silver ★,Achieve shining results in the Taurus Cup twice,taurus_cup_silver_405302.png,508
taurus_cup_bronze,Taurus Cup Bronze,Achieve great results in the Taurus Cup,taurus_cup_bronze.png,509
taurus_cup_bronze_405402,Taurus Cup Bronze ★,Achieve great results in the Taurus Cup twice,taurus_cup_bronze_405402.png,510
gemini_cup_platinum,Gemini Cup Platinum,Achieve legendary results in the Gemini Cup,gemini_cup_platinum.png,511
gemini_cup_platinum_406102,Gemini Cup Platinum ★,Achieve legendary results in the Gemini Cup twice,gemini_cup_platinum_406102.png,512
gemini_cup_gold,Gemini Cup Gold,Achieve outstanding results in the Gemini Cup,gemini_cup_gold.png,513
gemini_cup_gold_406202,Gemini Cup Gold ★,Achieve outstanding results in the Gemini Cup twice,gemini_cup_gold_406202.png,514
gemini_cup_silver,Gemini Cup Silver,Achieve shining results in the Gemini Cup,gemini_cup_silver.png,515
gemini_cup_silver_406302,Gemini Cup Silver ★,Achieve shining results in the Gemini Cup twice,gemini_cup_silver_406302.png,516
gemini_cup_bronze,Gemini Cup Bronze,Achieve great results in the Gemini Cup,gemini_cup_bronze.png,517
gemini_cup_bronze_406402,Gemini Cup Bronze ★,Achieve great results in the Gemini Cup twice,gemini_cup_bronze_406402.png,518
cancer_cup_platinum,Cancer Cup Platinum,Achieve legendary results in the Cancer Cup,cancer_cup_platinum.png,519
cancer_cup_platinum_407102,Cancer Cup Platinum ★,Achieve legendary results in the Cancer Cup twice,cancer_cup_platinum_407102.png,520
cancer_cup_gold,Cancer Cup Gold,Achieve outstanding results in the Cancer Cup,cancer_cup_gold.png,521
cancer_cup_gold_407202,Cancer Cup Gold ★,Achieve outstanding results in the Cancer Cup twice,cancer_cup_gold_407202.png,522
cancer_cup_silver,Cancer Cup Silver,Achieve shining results in the Cancer Cup,cancer_cup_silver.png,523
cancer_cup_silver_407302,Cancer Cup Silver ★,Achieve shining results in the Cancer Cup twice,cancer_cup_silver_407302.png,524
cancer_cup_bronze,Cancer Cup Bronze,Achieve great results in the Cancer Cup,cancer_cup_bronze.png,525
cancer_cup_bronze_407402,Cancer Cup Bronze ★,Achieve great results in the Cancer Cup twice,cancer_cup_bronze_407402.png,526
leo_cup_platinum,Leo Cup Platinum,Achieve legendary results in the Leo Cup,leo_cup_platinum.png,527
leo_cup_platinum_408102,Leo Cup Platinum ★,Achieve legendary results in the Leo Cup twice,leo_cup_platinum_408102.png,528
leo_cup_gold,Leo Cup Gold,Achieve outstanding results in the Leo Cup,leo_cup_gold.png,529
leo_cup_gold_408202,Leo Cup Gold ★,Achieve outstanding results in the Leo Cup twice,leo_cup_gold_408202.png,530
leo_cup_silver,Leo Cup Silver,Achieve shining results in the Leo Cup,leo_cup_silver.png,531
leo_cup_silver_408302,Leo Cup Silver ★,Achieve shining results in the Leo Cup twice,leo_cup_silver_408302.png,532
leo_cup_bronze,Leo Cup Bronze,Achieve great results in the Leo Cup,leo_cup_bronze.png,533
leo_cup_bronze_408402,Leo Cup Bronze ★,Achieve great results in the Leo Cup twice,leo_cup_bronze_408402.png,534
virgo_cup_platinum,Virgo Cup Platinum,Achieve legendary results in the Virgo Cup,virgo_cup_platinum.png,535
virgo_cup_platinum_409102,Virgo Cup Platinum ★,Achieve legendary results in the Virgo Cup twice,virgo_cup_platinum_409102.png,536
virgo_cup_gold,Virgo Cup Gold,Achieve outstanding results in the Virgo Cup,virgo_cup_gold.png,537
virgo_cup_gold_409202,Virgo Cup Gold ★,Achieve outstanding results in the Virgo Cup twice,virgo_cup_gold_409202.png,538
virgo_cup_silver,Virgo Cup Silver,Achieve shining results in the Virgo Cup,virgo_cup_silver.png,539
virgo_cup_silver_409302,Virgo Cup Silver ★,Achieve shining results in the Virgo Cup twice,virgo_cup_silver_409302.png,540
virgo_cup_bronze,Virgo Cup Bronze,Achieve great results in the Virgo Cup,virgo_cup_bronze.png,541
virgo_cup_bronze_409402,Virgo Cup Bronze ★,Achieve great results in the Virgo Cup twice,virgo_cup_bronze_409402.png,542
libra_cup_platinum,Libra Cup Platinum,Achieve legendary results in the Libra Cup,libra_cup_platinum.png,543
libra_cup_platinum_410102,Libra Cup Platinum ★,Achieve legendary results in the Libra Cup twice,libra_cup_platinum_410102.png,544
libra_cup_gold,Libra Cup Gold,Achieve outstanding results in the Libra Cup,libra_cup_gold.png,545
libra_cup_gold_410202,Libra Cup Gold ★,Achieve outstanding results in the Libra Cup twice,libra_cup_gold_410202.png,546
libra_cup_silver,Libra Cup Silver,Achieve shining results in the Libra Cup,libra_cup_silver.png,547
libra_cup_silver_410302,Libra Cup Silver ★,Achieve shining results in the Libra Cup twice,libra_cup_silver_410302.png,548
libra_cup_bronze,Libra Cup Bronze,Achieve great results in the Libra Cup,libra_cup_bronze.png,549
libra_cup_bronze_410402,Libra Cup Bronze ★,Achieve great results in the Libra Cup twice,libra_cup_bronze_410402.png,550
scorpio_cup_platinum,Scorpio Cup Platinum,Achieve legendary results in the Scorpio Cup,scorpio_cup_platinum.png,551
scorpio_cup_platinum_411102,Scorpio Cup Platinum ★,Achieve legendary results in the Scorpio Cup twice,scorpio_cup_platinum_411102.png,552
scorpio_cup_gold,Scorpio Cup Gold,Achieve outstanding results in the Scorpio Cup,scorpio_cup_gold.png,553
scorpio_cup_gold_411202,Scorpio Cup Gold ★,Achieve outstanding results in the Scorpio Cup twice,scorpio_cup_gold_411202.png,554
scorpio_cup_silver,Scorpio Cup Silver,Achieve shining results in the Scorpio Cup,scorpio_cup_silver.png,555
scorpio_cup_silver_411302,Scorpio Cup Silver ★,Achieve shining results in the Scorpio Cup twice,scorpio_cup_silver_411302.png,556
scorpio_cup_bronze,Scorpio Cup Bronze,Achieve great results in the Scorpio Cup,scorpio_cup_bronze.png,557
scorpio_cup_bronze_411402,Scorpio Cup Bronze ★,Achieve great results in the Scorpio Cup twice,scorpio_cup_bronze_411402.png,558
sagittarius_cup_platinum,Sagittarius Cup Platinum,Achieve legendary results in the Sagittarius Cup,sagittarius_cup_platinum.png,559
sagittarius_cup_gold,Sagittarius Cup Gold,Achieve outstanding results in the Sagittarius Cup,sagittarius_cup_gold.png,560
sagittarius_cup_silver,Sagittarius Cup Silver,Achieve shining results in the Sagittarius Cup,sagittarius_cup_silver.png,561
sagittarius_cup_bronze,Sagittarius Cup Bronze,Achieve great results in the Sagittarius Cup,sagittarius_cup_bronze.png,562
amazing_superb_well_done,Amazing! Superb! Well Done!,Obtain all Scenario Record rewards from the URA Finale,amazing_superb_well_done.png,563
may_we_race_again,May We Race Again,Obtain all Scenario Record rewards from the Unity Cup,may_we_race_again.png,564
shine_on_team_spirit,"Shine On, Team Spirit!",Win the Unity Cup,shine_on_team_spirit.png,565
team_carrot,Team Carrot,Raise the Team Power of Team Carrot to S in Unity Cup,team_carrot.png,566
happy_hoppers,Happy Hoppers,Raise the Team Power of Happy Hoppers to S in Unity Cup,happy_hoppers.png,567
sunny_runners,Sunny Runners,Raise the Team Power of Sunny Runners to S in Unity Cup,sunny_runners.png,568
carrot_pudding,Carrot Pudding,Raise the Team Power of Carrot Pudding to S in Unity Cup,carrot_pudding.png,569
blue_bloom,Blue Bloom,Raise the Team Power of Blue Bloom to S in Unity Cup,blue_bloom.png,570
team_player_star_slayer,Team Player Star Slayer,Take on those two in the URA Finale finals in Unity Cup and win,team_player_star_slayer.png,571
cheering_for_them,Cheering for Them,Obtain all Scenario Record rewards from Our Grand Concert,cheering_for_them.png,572
brighter_together,Brighter Together,Achieve a Great Success rating on all concerts in Our Grand Concert,brighter_together.png,573
dream_yearn_run,"Dream, Yearn, Run",Watch a special Grand Concert,dream_yearn_run.png,574
concert_technician,Concert Technician,Learn a concert technique 1200 times,concert_technician.png,575
grand_champion,Grand Champion,Obtain all Scenario Record rewards from Trackblazer,grand_champion.png,576
twinkle_top_star,Twinkle Top Star,Win the Twinkle Star Climax finals,twinkle_top_star.png,577
shopping_addict,Shopping Addict,Buy a total of 1000 training items from the TS Climax Pro Shop,shopping_addict.png,578
