race_slug,position,position_name,fans
japanese_oaks,14,14th place,220
japanese_oaks,15,15th place,165
japanese_oaks,16,16th place,110
japanese_oaks,17,17th place,110
japanese_oaks,18,18th place,110
jbc_classic,1,1st place,8000
jbc_classic,2,2nd place,3200
jbc_classic,3,3rd place,2000
jbc_classic,4,4th place,1200
jbc_classic,5,5th place,800
jbc_classic,6,6th place,720
jbc_classic,7,7th place,640
jbc_classic,8,8th place,560
jbc_classic,9,9th place,480
jbc_classic,10,10th place,400
jbc_classic,11,11th place,320
jbc_classic,12,12th place,240
jbc_classic,13,13th place,200
jbc_classic,14,14th place,160
jbc_classic,15,15th place,120
jbc_classic,16,16th place,80
jbc_ladies_classic,1,1st place,4100
jbc_ladies_classic,2,2nd place,1640
jbc_ladies_classic,3,3rd place,1025
jbc_ladies_classic,4,4th place,615
jbc_ladies_classic,5,5th place,410
jbc_ladies_classic,6,6th place,369
jbc_ladies_classic,7,7th place,328
jbc_ladies_classic,8,8th place,287
jbc_ladies_classic,9,9th place,246
jbc_ladies_classic,10,10th place,205
jbc_ladies_classic,11,11th place,164
jbc_ladies_classic,12,12th place,123
jbc_ladies_classic,13,13th place,103
jbc_ladies_classic,14,14th place,82
jbc_ladies_classic,15,15th place,62
jbc_ladies_classic,16,16th place,41
jbc_sprint,1,1st place,6000
jbc_sprint,2,2nd place,2400
jbc_sprint,3,3rd place,1500
jbc_sprint,4,4th place,900
jbc_sprint,5,5th place,600
jbc_sprint,6,6th place,540
jbc_sprint,7,7th place,480
jbc_sprint,8,8th place,420
jbc_sprint,9,9th place,360
jbc_sprint,10,10th place,300
jbc_sprint,11,11th place,240
jbc_sprint,12,12th place,180
jbc_sprint,13,13th place,150
jbc_sprint,14,14th place,120
jbc_sprint,15,15th place,90
jbc_sprint,16,16th place,60
junior_cup,1,1st place,2000
junior_cup,2,2nd place,800
junior_cup,3,3rd place,500
junior_cup,4,4th place,300
junior_cup,5,5th place,200
junior_cup,6,6th place,180
junior_cup,7,7th place,160
junior_cup,8,8th place,140
junior_cup,9,9th place,120
junior_cup,10,10th place,100
junior_cup,11,11th place,80
junior_cup,12,12th place,60
junior_cup,13,13th place,50
junior_cup,14,14th place,40
junior_cup,15,15th place,30
junior_cup,16,16th place,20
kanetsu_stakes,1,1st place,2400
kanetsu_stakes,2,2nd place,960
kanetsu_stakes,3,3rd place,600
kanetsu_stakes,4,4th place,360
kanetsu_stakes,5,5th place,240
kanetsu_stakes,6,6th place,216
kanetsu_stakes,7,7th place,192
kanetsu_stakes,8,8th place,168
kanetsu_stakes,9,9th place,144
kanetsu_stakes,10,10th place,120
kanetsu_stakes,11,11th place,96
kanetsu_stakes,12,12th place,72
kanetsu_stakes,13,13th place,60
kanetsu_stakes,14,14th place,48
kanetsu_stakes,15,15th place,36
kanetsu_stakes,16,16th place,24
kanetsu_stakes,17,17th place,24
kanetsu_stakes,18,18th place,24
kanto_oaks,1,1st place,3500
kanto_oaks,2,2nd place,1400
kanto_oaks,3,3rd place,875
kanto_oaks,4,4th place,525
kanto_oaks,5,5th place,350
kanto_oaks,6,6th place,315
kanto_oaks,7,7th place,280
kanto_oaks,8,8th place,245
kanto_oaks,9,9th place,210
kanto_oaks,10,10th place,175
kanto_oaks,11,11th place,140
kanto_oaks,12,12th place,105
kanto_oaks,13,13th place,88
kanto_oaks,14,14th place,70
kantsubaki_sho,1,1st place,1000
kantsubaki_sho,2,2nd place,400
kantsubaki_sho,3,3rd place,250
kantsubaki_sho,4,4th place,150
kantsubaki_sho,5,5th place,100
kantsubaki_sho,6,6th place,90
kantsubaki_sho,7,7th place,80
kantsubaki_sho,8,8th place,70
kantsubaki_sho,9,9th place,60
kantsubaki_sho,10,10th place,50
kantsubaki_sho,11,11th place,40
kantsubaki_sho,12,12th place,30
kantsubaki_sho,13,13th place,25
kantsubaki_sho,14,14th place,20
kantsubaki_sho,15,15th place,15
kantsubaki_sho,16,16th place,7
kashiwa_kinen,1,1st place,8000
kashiwa_kinen,2,2nd place,3200
kashiwa_kinen,3,3rd place,2000
kashiwa_kinen,4,4th place,1200
kashiwa_kinen,5,5th place,800
kashiwa_kinen,6,6th place,720
kashiwa_kinen,7,7th place,640
kashiwa_kinen,8,8th place,560
kashiwa_kinen,9,9th place,480
kashiwa_kinen,10,10th place,400
kashiwa_kinen,11,11th place,320
kashiwa_kinen,12,12th place,240
kashiwa_kinen,13,13th place,200
kashiwa_kinen,14,14th place,160
kawasaki_kinen,1,1st place,6000
kawasaki_kinen,2,2nd place,2400
kawasaki_kinen,3,3rd place,1500
kawasaki_kinen,4,4th place,900
kawasaki_kinen,5,5th place,600
kawasaki_kinen,6,6th place,540
kawasaki_kinen,7,7th place,480
kawasaki_kinen,8,8th place,420
kawasaki_kinen,9,9th place,360
kawasaki_kinen,10,10th place,300
kawasaki_kinen,11,11th place,240
kawasaki_kinen,12,12th place,180
kawasaki_kinen,13,13th place,150
kawasaki_kinen,14,14th place,120
keeneland_cup,1,1st place,4100
keeneland_cup,2,2nd place,1640
keeneland_cup,3,3rd place,1025
keeneland_cup,4,4th place,615
keeneland_cup,5,5th place,410
keeneland_cup,6,6th place,369
keeneland_cup,7,7th place,328
keeneland_cup,8,8th place,287
keeneland_cup,9,9th place,246
keeneland_cup,10,10th place,205
keeneland_cup,11,11th place,164
keeneland_cup,12,12th place,123
keeneland_cup,13,13th place,103
keeneland_cup,14,14th place,82
keeneland_cup,15,15th place,62
keeneland_cup,16,16th place,41
keihan_hai,1,1st place,3900
keihan_hai,2,2nd place,1560
keihan_hai,3,3rd place,975
keihan_hai,4,4th place,585
keihan_hai,5,5th place,390
keihan_hai,6,6th place,351
keihan_hai,7,7th place,312
keihan_hai,8,8th place,273
keihan_hai,9,9th place,234
keihan_hai,10,10th place,195
keihan_hai,11,11th place,156
keihan_hai,12,12th place,117
keihan_hai,13,13th place,98
keihan_hai,14,14th place,78
keihan_hai,15,15th place,59
keihan_hai,16,16th place,39
keihan_hai,17,17th place,39
keihan_hai,18,18th place,39
keio_hai_junior_stakes,1,1st place,3800
keio_hai_junior_stakes,2,2nd place,1520
keio_hai_junior_stakes,3,3rd place,950
keio_hai_junior_stakes,4,4th place,570
keio_hai_junior_stakes,5,5th place,380
keio_hai_junior_stakes,6,6th place,342
keio_hai_junior_stakes,7,7th place,304
keio_hai_junior_stakes,8,8th place,266
keio_hai_junior_stakes,9,9th place,228
keio_hai_junior_stakes,10,10th place,190
keio_hai_junior_stakes,11,11th place,152
keio_hai_junior_stakes,12,12th place,114
keio_hai_junior_stakes,13,13th place,95
keio_hai_junior_stakes,14,14th place,76
keio_hai_junior_stakes,15,15th place,57
keio_hai_junior_stakes,16,16th place,38
keio_hai_junior_stakes,17,17th place,38
keio_hai_junior_stakes,18,18th place,38
keio_hai_spring_cup,1,1st place,5900
keio_hai_spring_cup,2,2nd place,2360
keio_hai_spring_cup,3,3rd place,1475
keio_hai_spring_cup,4,4th place,885
keio_hai_spring_cup,5,5th place,590
keio_hai_spring_cup,6,6th place,531
keio_hai_spring_cup,7,7th place,472
keio_hai_spring_cup,8,8th place,413
keio_hai_spring_cup,9,9th place,354
keio_hai_spring_cup,10,10th place,295
keio_hai_spring_cup,11,11th place,236
keio_hai_spring_cup,12,12th place,177
keio_hai_spring_cup,13,13th place,148
keio_hai_spring_cup,14,14th place,118
keio_hai_spring_cup,15,15th place,89
keio_hai_spring_cup,16,16th place,59
keio_hai_spring_cup,17,17th place,59
keio_hai_spring_cup,18,18th place,59
keisei_hai,1,1st place,3800
keisei_hai,2,2nd place,1520
keisei_hai,3,3rd place,950
keisei_hai,4,4th place,570
keisei_hai,5,5th place,380
keisei_hai,6,6th place,342
keisei_hai,7,7th place,304
keisei_hai,8,8th place,266
keisei_hai,9,9th place,228
keisei_hai,10,10th place,190
keisei_hai,11,11th place,152
keisei_hai,12,12th place,114
keisei_hai,13,13th place,95
keisei_hai,14,14th place,76
keisei_hai,15,15th place,57
keisei_hai,16,16th place,38
keisei_hai,17,17th place,38
keisei_hai,18,18th place,38
keisei_hai_autumn_handicap,1,1st place,3900
keisei_hai_autumn_handicap,2,2nd place,1560
keisei_hai_autumn_handicap,3,3rd place,975
keisei_hai_autumn_handicap,4,4th place,585
keisei_hai_autumn_handicap,5,5th place,390
keisei_hai_autumn_handicap,6,6th place,351
keisei_hai_autumn_handicap,7,7th place,312
keisei_hai_autumn_handicap,8,8th place,273
keisei_hai_autumn_handicap,9,9th place,234
keisei_hai_autumn_handicap,10,10th place,195
keisei_hai_autumn_handicap,11,11th place,156
keisei_hai_autumn_handicap,12,12th place,117
keisei_hai_autumn_handicap,13,13th place,98
keisei_hai_autumn_handicap,14,14th place,78
keisei_hai_autumn_handicap,15,15th place,59
keisei_hai_autumn_handicap,16,16th place,39
keiyo_stakes,1,1st place,2300
keiyo_stakes,2,2nd place,920
keiyo_stakes,3,3rd place,575
keiyo_stakes,4,4th place,345
keiyo_stakes,5,5th place,230
keiyo_stakes,6,6th place,207
keiyo_stakes,7,7th place,184
keiyo_stakes,8,8th place,161
keiyo_stakes,9,9th place,138
keiyo_stakes,10,10th place,115
keiyo_stakes,11,11th place,92
keiyo_stakes,12,12th place,69
keiyo_stakes,13,13th place,58
keiyo_stakes,14,14th place,46
keiyo_stakes,15,15th place,35
keiyo_stakes,16,16th place,23
keyaki_stakes,1,1st place,2200
keyaki_stakes,2,2nd place,880
keyaki_stakes,3,3rd place,550
keyaki_stakes,4,4th place,330
keyaki_stakes,5,5th place,220
keyaki_stakes,6,6th place,198
keyaki_stakes,7,7th place,176
keyaki_stakes,8,8th place,154
keyaki_stakes,9,9th place,132
keyaki_stakes,10,10th place,110
keyaki_stakes,11,11th place,88
keyaki_stakes,12,12th place,66
keyaki_stakes,13,13th place,55
keyaki_stakes,14,14th place,44
keyaki_stakes,15,15th place,33
keyaki_stakes,16,16th place,22
kigiku_sho,1,1st place,1000
kigiku_sho,2,2nd place,400
kigiku_sho,3,3rd place,250
kigiku_sho,4,4th place,150
kigiku_sho,5,5th place,100
kigiku_sho,6,6th place,90
kigiku_sho,7,7th place,80
kigiku_sho,8,8th place,70
kigiku_sho,9,9th place,60
kigiku_sho,10,10th place,50
kigiku_sho,11,11th place,40
kigiku_sho,12,12th place,30
kigiku_sho,13,13th place,25
kigiku_sho,14,14th place,20
kigiku_sho,15,15th place,15
kigiku_sho,16,16th place,7
kigiku_sho,17,17th place,7
kigiku_sho,18,18th place,7
kikuka_sho,1,1st place,12000
kikuka_sho,2,2nd place,4800
kikuka_sho,3,3rd place,3000
kikuka_sho,4,4th place,1800
kikuka_sho,5,5th place,1200
kikuka_sho,6,6th place,1080
kikuka_sho,7,7th place,960
kikuka_sho,8,8th place,840
kikuka_sho,9,9th place,720
kikuka_sho,10,10th place,600
kikuka_sho,11,11th place,480
kikuka_sho,12,12th place,360
kikuka_sho,13,13th place,300
kikuka_sho,14,14th place,240
kikuka_sho,15,15th place,180
kikuka_sho,16,16th place,120
kikuka_sho,17,17th place,120
kikuka_sho,18,18th place,120
kikyo_stakes,1,1st place,1600
kikyo_stakes,2,2nd place,640
kikyo_stakes,3,3rd place,400
kikyo_stakes,4,4th place,240
kikyo_stakes,5,5th place,160
kikyo_stakes,6,6th place,144
kikyo_stakes,7,7th place,128
kikyo_stakes,8,8th place,112
kikyo_stakes,9,9th place,96
kikyo_stakes,10,10th place,80
kikyo_stakes,11,11th place,64
kikyo_stakes,12,12th place,48
kikyo_stakes,13,13th place,40
kikyo_stakes,14,14th place,32
kikyo_stakes,15,15th place,24
kikyo_stakes,16,16th place,16
kikyo_stakes,17,17th place,16
kikyo_stakes,18,18th place,16
kimmokusei_tokubetsu,1,1st place,1000
kimmokusei_tokubetsu,2,2nd place,400
kimmokusei_tokubetsu,3,3rd place,250
kimmokusei_tokubetsu,4,4th place,150
kimmokusei_tokubetsu,5,5th place,100
kimmokusei_tokubetsu,6,6th place,90
kimmokusei_tokubetsu,7,7th place,80
kimmokusei_tokubetsu,8,8th place,70
kimmokusei_tokubetsu,9,9th place,60
kimmokusei_tokubetsu,10,10th place,50
kimmokusei_tokubetsu,11,11th place,40
kimmokusei_tokubetsu,12,12th place,30
kimmokusei_tokubetsu,13,13th place,25
kimmokusei_tokubetsu,14,14th place,20
kimmokusei_tokubetsu,15,15th place,15
kimmokusei_tokubetsu,16,16th place,7
kinko_sho,1,1st place,6700
kinko_sho,2,2nd place,2680
kinko_sho,3,3rd place,1675
kinko_sho,4,4th place,1005
kinko_sho,5,5th place,670
kinko_sho,6,6th place,603
kinko_sho,7,7th place,536
kinko_sho,8,8th place,469
kinko_sho,9,9th place,402
kinko_sho,10,10th place,335
kinko_sho,11,11th place,268
kinko_sho,12,12th place,201
kinko_sho,13,13th place,168
kinko_sho,14,14th place,134
kinko_sho,15,15th place,101
kinko_sho,16,16th place,67
kinko_sho,17,17th place,67
kinko_sho,18,18th place,67
kisaragi_sho,1,1st place,3800
kisaragi_sho,2,2nd place,1520
kisaragi_sho,3,3rd place,950
kisaragi_sho,4,4th place,570
kisaragi_sho,5,5th place,380
kisaragi_sho,6,6th place,342
kisaragi_sho,7,7th place,304
kisaragi_sho,8,8th place,266
kisaragi_sho,9,9th place,228
kisaragi_sho,10,10th place,190
kisaragi_sho,11,11th place,152
kisaragi_sho,12,12th place,114
kisaragi_sho,13,13th place,95
kisaragi_sho,14,14th place,76
kisaragi_sho,15,15th place,57
kisaragi_sho,16,16th place,38
kisaragi_sho,17,17th place,38
kisaragi_sho,18,18th place,38
kitakyushu_kinen,1,1st place,3900
kitakyushu_kinen,2,2nd place,1560
kitakyushu_kinen,3,3rd place,975
kitakyushu_kinen,4,4th place,585
kitakyushu_kinen,5,5th place,390
kitakyushu_kinen,6,6th place,351
kitakyushu_kinen,7,7th place,312
kitakyushu_kinen,8,8th place,273
kitakyushu_kinen,9,9th place,234
kitakyushu_kinen,10,10th place,195
kitakyushu_kinen,11,11th place,156
kitakyushu_kinen,12,12th place,117
kitakyushu_kinen,13,13th place,98
kitakyushu_kinen,14,14th place,78
kitakyushu_kinen,15,15th place,59
kitakyushu_kinen,16,16th place,39
kitakyushu_kinen,17,17th place,39
kitakyushu_kinen,18,18th place,39
kitakyushu_tankyori_stakes,1,1st place,2300
kitakyushu_tankyori_stakes,2,2nd place,920
kitakyushu_tankyori_stakes,3,3rd place,575
kitakyushu_tankyori_stakes,4,4th place,345
kitakyushu_tankyori_stakes,5,5th place,230
kitakyushu_tankyori_stakes,6,6th place,207
kitakyushu_tankyori_stakes,7,7th place,184
kitakyushu_tankyori_stakes,8,8th place,161
kitakyushu_tankyori_stakes,9,9th place,138
kitakyushu_tankyori_stakes,10,10th place,115
kitakyushu_tankyori_stakes,11,11th place,92
kitakyushu_tankyori_stakes,12,12th place,69
kitakyushu_tankyori_stakes,13,13th place,58
kitakyushu_tankyori_stakes,14,14th place,46
kitakyushu_tankyori_stakes,15,15th place,35
kitakyushu_tankyori_stakes,16,16th place,23
kitakyushu_tankyori_stakes,17,17th place,23
kitakyushu_tankyori_stakes,18,18th place,23
kobai_stakes,1,1st place,2000
kobai_stakes,2,2nd place,800
kobai_stakes,3,3rd place,500
kobai_stakes,4,4th place,300
kobai_stakes,5,5th place,200
kobai_stakes,6,6th place,180
kobai_stakes,7,7th place,160
kobai_stakes,8,8th place,140
kobai_stakes,9,9th place,120
kobai_stakes,10,10th place,100
kobai_stakes,11,11th place,80
kobai_stakes,12,12th place,60
kobai_stakes,13,13th place,50
kobai_stakes,14,14th place,40
kobai_stakes,15,15th place,30
kobai_stakes,16,16th place,20
kobai_stakes,17,17th place,20
kobai_stakes,18,18th place,20
kobe_shimbun_hai,1,1st place,5400
kobe_shimbun_hai,2,2nd place,2160
kobe_shimbun_hai,3,3rd place,1350
kobe_shimbun_hai,4,4th place,810
kobe_shimbun_hai,5,5th place,540
kobe_shimbun_hai,6,6th place,486
kobe_shimbun_hai,7,7th place,432
kobe_shimbun_hai,8,8th place,378
kobe_shimbun_hai,9,9th place,324
kobe_shimbun_hai,10,10th place,270
kobe_shimbun_hai,11,11th place,216
kobe_shimbun_hai,12,12th place,162
kobe_shimbun_hai,13,13th place,135
kobe_shimbun_hai,14,14th place,108
kobe_shimbun_hai,15,15th place,81
kobe_shimbun_hai,16,16th place,54
kobe_shimbun_hai,17,17th place,54
kobe_shimbun_hai,18,18th place,54
kochi_stakes,1,1st place,2500
kochi_stakes,2,2nd place,1000
kochi_stakes,3,3rd place,625
kochi_stakes,4,4th place,375
kochi_stakes,5,5th place,250
kochi_stakes,6,6th place,225
kochi_stakes,7,7th place,200
kochi_stakes,8,8th place,175
kochi_stakes,9,9th place,150
kochi_stakes,10,10th place,125
kochi_stakes,11,11th place,100
kochi_stakes,12,12th place,75
kochi_stakes,13,13th place,63
kochi_stakes,14,14th place,50
kochi_stakes,15,15th place,38
kochi_stakes,16,16th place,25
kokura_daishoten,1,1st place,4100
kokura_daishoten,2,2nd place,1640
kokura_daishoten,3,3rd place,1025
kokura_daishoten,4,4th place,615
kokura_daishoten,5,5th place,410
kokura_daishoten,6,6th place,369
kokura_daishoten,7,7th place,328
kokura_daishoten,8,8th place,287
kokura_daishoten,9,9th place,246
kokura_daishoten,10,10th place,205
kokura_daishoten,11,11th place,164
kokura_daishoten,12,12th place,123
kokura_daishoten,13,13th place,103
kokura_daishoten,14,14th place,82
kokura_daishoten,15,15th place,62
kokura_daishoten,16,16th place,1
kokura_junior_stakes,1,1st place,3100
kokura_junior_stakes,2,2nd place,1240
kokura_junior_stakes,3,3rd place,775
kokura_junior_stakes,4,4th place,465
kokura_junior_stakes,5,5th place,310
kokura_junior_stakes,6,6th place,279
kokura_junior_stakes,7,7th place,248
kokura_junior_stakes,8,8th place,217
kokura_junior_stakes,9,9th place,186
kokura_junior_stakes,10,10th place,155
kokura_junior_stakes,11,11th place,124
kokura_junior_stakes,12,12th place,93
kokura_junior_stakes,13,13th place,78
kokura_junior_stakes,14,14th place,62
kokura_junior_stakes,15,15th place,47
kokura_junior_stakes,16,16th place,31
kokura_junior_stakes,17,17th place,31
kokura_junior_stakes,18,18th place,31
kokura_kinen,1,1st place,4100
kokura_kinen,2,2nd place,1640
kokura_kinen,3,3rd place,1025
kokura_kinen,4,4th place,615
kokura_kinen,5,5th place,410
kokura_kinen,6,6th place,369
kokura_kinen,7,7th place,328
kokura_kinen,8,8th place,287
kokura_kinen,9,9th place,246
kokura_kinen,10,10th place,205
kokura_kinen,11,11th place,164
kokura_kinen,12,12th place,123
kokura_kinen,13,13th place,103
kokura_kinen,14,14th place,82
kokura_kinen,15,15th place,62
kokura_kinen,16,16th place,41
kokura_kinen,17,17th place,41
kokura_kinen,18,18th place,41
kokura_nikkei_open,1,1st place,2400
kokura_nikkei_open,2,2nd place,960
kokura_nikkei_open,3,3rd place,600
kokura_nikkei_open,4,4th place,360
kokura_nikkei_open,5,5th place,240
kokura_nikkei_open,6,6th place,216
kokura_nikkei_open,7,7th place,192
kokura_nikkei_open,8,8th place,168
kokura_nikkei_open,9,9th place,144
kokura_nikkei_open,10,10th place,120
kokura_nikkei_open,11,11th place,96
kokura_nikkei_open,12,12th place,72
kokura_nikkei_open,13,13th place,60
kokura_nikkei_open,14,14th place,48
kokura_nikkei_open,15,15th place,36
kokura_nikkei_open,16,16th place,24
koyamaki_sho,1,1st place,1000
koyamaki_sho,2,2nd place,400
koyamaki_sho,3,3rd place,250
koyamaki_sho,4,4th place,150
koyamaki_sho,5,5th place,100
koyamaki_sho,6,6th place,90
koyamaki_sho,7,7th place,80
koyamaki_sho,8,8th place,70
koyamaki_sho,9,9th place,60
koyamaki_sho,10,10th place,50
koyamaki_sho,11,11th place,40
koyamaki_sho,12,12th place,30
koyamaki_sho,13,13th place,25
koyamaki_sho,14,14th place,20
koyamaki_sho,15,15th place,15
koyamaki_sho,16,16th place,7
kurama_stakes,1,1st place,2300
kurama_stakes,2,2nd place,920
kurama_stakes,3,3rd place,575
kurama_stakes,4,4th place,345
kurama_stakes,5,5th place,230
kurama_stakes,6,6th place,207
kurama_stakes,7,7th place,184
kurama_stakes,8,8th place,161
kurama_stakes,9,9th place,138
kurama_stakes,10,10th place,115
kurama_stakes,11,11th place,92
kurama_stakes,12,12th place,69
kurama_stakes,13,13th place,58
kurama_stakes,14,14th place,46
kurama_stakes,15,15th place,35
kurama_stakes,16,16th place,23
kurama_stakes,17,17th place,23
kurama_stakes,18,18th place,23
kuromatsu_sho,1,1st place,1000
kuromatsu_sho,2,2nd place,400
kuromatsu_sho,3,3rd place,250
kuromatsu_sho,4,4th place,150
kuromatsu_sho,5,5th place,100
kuromatsu_sho,6,6th place,90
kuromatsu_sho,7,7th place,80
kuromatsu_sho,8,8th place,70
kuromatsu_sho,9,9th place,60
kuromatsu_sho,10,10th place,50
kuromatsu_sho,11,11th place,40
kuromatsu_sho,12,12th place,30
kuromatsu_sho,13,13th place,25
kuromatsu_sho,14,14th place,20
kuromatsu_sho,15,15th place,15
kuromatsu_sho,16,16th place,7
kyodo_news_hai,1,1st place,3800
kyodo_news_hai,2,2nd place,1520
kyodo_news_hai,3,3rd place,950
kyodo_news_hai,4,4th place,570
kyodo_news_hai,5,5th place,380
kyodo_news_hai,6,6th place,342
kyodo_news_hai,7,7th place,304
kyodo_news_hai,8,8th place,266
kyodo_news_hai,9,9th place,228
kyodo_news_hai,10,10th place,190
kyodo_news_hai,11,11th place,152
kyodo_news_hai,12,12th place,114
kyodo_news_hai,13,13th place,95
kyodo_news_hai,14,14th place,76
kyodo_news_hai,15,15th place,57
kyodo_news_hai,16,16th place,38
kyodo_news_hai,17,17th place,38
kyodo_news_hai,18,18th place,38
kyoto_daishoten,1,1st place,6700
kyoto_daishoten,2,2nd place,2680
kyoto_daishoten,3,3rd place,1675
kyoto_daishoten,4,4th place,1005
kyoto_daishoten,5,5th place,670
kyoto_daishoten,6,6th place,603
kyoto_daishoten,7,7th place,536
kyoto_daishoten,8,8th place,469
kyoto_daishoten,9,9th place,402
kyoto_daishoten,10,10th place,335
kyoto_daishoten,11,11th place,268
kyoto_daishoten,12,12th place,201
kyoto_daishoten,13,13th place,168
kyoto_daishoten,14,14th place,134
kyoto_daishoten,15,15th place,101
kyoto_daishoten,16,16th place,67
kyoto_daishoten,17,17th place,67
kyoto_daishoten,18,18th place,67
kyoto_junior_stakes,1,1st place,3300
kyoto_junior_stakes,2,2nd place,1320
kyoto_junior_stakes,3,3rd place,825
kyoto_junior_stakes,4,4th place,495
kyoto_junior_stakes,5,5th place,330
kyoto_junior_stakes,6,6th place,297
kyoto_junior_stakes,7,7th place,264
kyoto_junior_stakes,8,8th place,231
kyoto_junior_stakes,9,9th place,198
kyoto_junior_stakes,10,10th place,165
kyoto_junior_stakes,11,11th place,132
kyoto_junior_stakes,12,12th place,99
kyoto_junior_stakes,13,13th place,83
kyoto_junior_stakes,14,14th place,66
kyoto_junior_stakes,15,15th place,50
kyoto_junior_stakes,16,16th place,33
kyoto_junior_stakes,17,17th place,33
kyoto_junior_stakes,18,18th place,33
kyoto_kimpai,1,1st place,4100
kyoto_kimpai,2,2nd place,1640
kyoto_kimpai,3,3rd place,1025
kyoto_kimpai,4,4th place,615
kyoto_kimpai,5,5th place,410
kyoto_kimpai,6,6th place,369
kyoto_kimpai,7,7th place,328
kyoto_kimpai,8,8th place,287
kyoto_kimpai,9,9th place,246
kyoto_kimpai,10,10th place,205
kyoto_kimpai,11,11th place,164
kyoto_kimpai,12,12th place,123
kyoto_kimpai,13,13th place,103
kyoto_kimpai,14,14th place,82
kyoto_kimpai,15,15th place,62
kyoto_kimpai,16,16th place,41
kyoto_kimpai,17,17th place,41
kyoto_kimpai,18,18th place,41
kyoto_kinen,1,1st place,6200
kyoto_kinen,2,2nd place,2480
kyoto_kinen,3,3rd place,1550
kyoto_kinen,4,4th place,930
kyoto_kinen,5,5th place,620
kyoto_kinen,6,6th place,558
kyoto_kinen,7,7th place,496
kyoto_kinen,8,8th place,434
kyoto_kinen,9,9th place,372
kyoto_kinen,10,10th place,310
kyoto_kinen,11,11th place,248
kyoto_kinen,12,12th place,186
kyoto_kinen,13,13th place,155
kyoto_kinen,14,14th place,124
kyoto_kinen,15,15th place,93
kyoto_kinen,16,16th place,62
kyoto_kinen,17,17th place,62
kyoto_kinen,18,18th place,62
kyoto_shimbun_hai,1,1st place,5400
kyoto_shimbun_hai,2,2nd place,2160
kyoto_shimbun_hai,3,3rd place,1350
kyoto_shimbun_hai,4,4th place,810
kyoto_shimbun_hai,5,5th place,540
kyoto_shimbun_hai,6,6th place,486
kyoto_shimbun_hai,7,7th place,432
kyoto_shimbun_hai,8,8th place,378
kyoto_shimbun_hai,9,9th place,324
kyoto_shimbun_hai,10,10th place,270
kyoto_shimbun_hai,11,11th place,216
kyoto_shimbun_hai,12,12th place,162
kyoto_shimbun_hai,13,13th place,135
kyoto_shimbun_hai,14,14th place,108
kyoto_shimbun_hai,15,15th place,81
kyoto_shimbun_hai,16,16th place,54
kyoto_shimbun_hai,17,17th place,54
kyoto_shimbun_hai,18,18th place,54
kyoto_umamusume_stakes,1,1st place,3600
kyoto_umamusume_stakes,2,2nd place,1440
kyoto_umamusume_stakes,3,3rd place,900
kyoto_umamusume_stakes,4,4th place,540
kyoto_umamusume_stakes,5,5th place,360
kyoto_umamusume_stakes,6,6th place,324
kyoto_umamusume_stakes,7,7th place,288
kyoto_umamusume_stakes,8,8th place,252
kyoto_umamusume_stakes,9,9th place,216
kyoto_umamusume_stakes,10,10th place,180
kyoto_umamusume_stakes,11,11th place,144
kyoto_umamusume_stakes,12,12th place,108
kyoto_umamusume_stakes,13,13th place,90
kyoto_umamusume_stakes,14,14th place,72
kyoto_umamusume_stakes,15,15th place,54
kyoto_umamusume_stakes,16,16th place,36
kyoto_umamusume_stakes,17,17th place,36
kyoto_umamusume_stakes,18,18th place,36
ladies_prelude,1,1st place,3100
ladies_prelude,2,2nd place,1240
ladies_prelude,3,3rd place,775
ladies_prelude,4,4th place,465
ladies_prelude,5,5th place,310
ladies_prelude,6,6th place,279
ladies_prelude,7,7th place,248
ladies_prelude,8,8th place,217
ladies_prelude,9,9th place,186
ladies_prelude,10,10th place,155
ladies_prelude,11,11th place,124
ladies_prelude,12,12th place,93
ladies_prelude,13,13th place,78
ladies_prelude,14,14th place,62
ladies_prelude,15,15th place,47
ladies_prelude,16,16th place,31
lapis_lazuli_stakes,1,1st place,2500
lapis_lazuli_stakes,2,2nd place,1000
lapis_lazuli_stakes,3,3rd place,625
lapis_lazuli_stakes,4,4th place,375
lapis_lazuli_stakes,5,5th place,250
lapis_lazuli_stakes,6,6th place,225
lapis_lazuli_stakes,7,7th place,200
lapis_lazuli_stakes,8,8th place,175
lapis_lazuli_stakes,9,9th place,150
lapis_lazuli_stakes,10,10th place,125
lapis_lazuli_stakes,11,11th place,100
lapis_lazuli_stakes,12,12th place,75
lapis_lazuli_stakes,13,13th place,63
lapis_lazuli_stakes,14,14th place,50
lapis_lazuli_stakes,15,15th place,38
lapis_lazuli_stakes,16,16th place,25
leopard_stakes,1,1st place,4000
leopard_stakes,2,2nd place,1600
leopard_stakes,3,3rd place,1000
leopard_stakes,4,4th place,600
leopard_stakes,5,5th place,400
leopard_stakes,6,6th place,360
leopard_stakes,7,7th place,320
leopard_stakes,8,8th place,280
leopard_stakes,9,9th place,240
leopard_stakes,10,10th place,200
leopard_stakes,11,11th place,160
leopard_stakes,12,12th place,120
leopard_stakes,13,13th place,100
leopard_stakes,14,14th place,80
leopard_stakes,15,15th place,60
lord_derby_challenge_trophy,1,1st place,3900
lord_derby_challenge_trophy,2,2nd place,1560
lord_derby_challenge_trophy,3,3rd place,975
lord_derby_challenge_trophy,4,4th place,585
lord_derby_challenge_trophy,5,5th place,390
